title,studio,domestic_gross,foreign_gross,year,total_gross,title_norm
Toy Story 3,BV,415000000.0,652000000.0,2010,1067000000.0,toy story 3
Alice in Wonderland (2010),BV,334200000.0,691300000.0,2010,1025500000.0,alice in wonderland
Harry Potter and the Deathly Hallows Part 1,WB,296000000.0,664300000.0,2010,960300000.0,harry potter and the deathly hallows part 1
Inception,WB,292600000.0,535700000.0,2010,828300000.0,inception
Shrek Forever After,P/DW,238700000.0,513900000.0,2010,752600000.0,shrek forever after
The Twilight Saga: Eclipse,Sum.,300500000.0,398000000.0,2010,698500000.0,the twilight saga eclipse
Iron Man 2,Par.,312400000.0,311500000.0,2010,623900000.0,iron man 2
Tangled,BV,200800000.0,391000000.0,2010,591800000.0,tangled
Despicable Me,Uni.,251500000.0,291600000.0,2010,543100000.0,despicable me
How to Train Your Dragon,P/DW,217600000.0,277300000.0,2010,494900000.0,how to train your dragon
Clash of the Titans (2010),WB,163200000.0,330000000.0,2010,493200000.0,clash of the titans
The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,104400000.0,311300000.0,2010,415700000.0,the chronicles of narnia the voyage of the dawn treader
The King's Speech,Wein.,135500000.0,275400000.0,2010,410900000.0,the kings speech
Tron Legacy,BV,172100000.0,228000000.0,2010,400100000.0,tron legacy
The Karate Kid,Sony,176600000.0,182500000.0,2010,359100000.0,the karate kid
Prince of Persia: The Sands of Time,BV,90800000.0,245600000.0,2010,336400000.0,prince of persia the sands of time
Black Swan,FoxS,107000000.0,222400000.0,2010,329400000.0,black swan
Megamind,P/DW,148400000.0,173500000.0,2010,321900000.0,megamind
Robin Hood,Uni.,105300000.0,216400000.0,2010,321700000.0,robin hood
The Last Airbender,Par.,131800000.0,187900000.0,2010,319700000.0,the last airbender
Little Fockers,Uni.,148400000.0,162200000.0,2010,310600000.0,little fockers
Resident Evil: Afterlife,SGem,60100000.0,240100000.0,2010,300200000.0,resident evil afterlife
Shutter Island,Par.,128000000.0,166800000.0,2010,294800000.0,shutter island
Salt,Sony,118300000.0,175200000.0,2010,293500000.0,salt
Sex and the City 2,WB (NL),95300000.0,193000000.0,2010,288300000.0,sex and the city 2
The Tourist,Sony,67600000.0,210700000.0,2010,278300000.0,the tourist
The Expendables,LGF,103100000.0,171400000.0,2010,274500000.0,the expendables
Grown Ups,Sony,162000000.0,109400000.0,2010,271400000.0,grown ups
Knight & Day,Fox,76400000.0,185500000.0,2010,261900000.0,knight day
True Grit,Par.,171200000.0,81000000.0,2010,252200000.0,true grit
Gulliver's Travels,Fox,42800000.0,194600000.0,2010,237400000.0,gullivers travels
Percy Jackson & The Olympians: The Lightning Thief,Fox,88800000.0,137700000.0,2010,226500000.0,percy jackson the olympians the lightning thief
The Social Network,Sony,97000000.0,128000000.0,2010,225000000.0,the social network
Valentine's Day,WB (NL),110500000.0,106000000.0,2010,216500000.0,valentines day
The Sorcerer's Apprentice,BV,63200000.0,152100000.0,2010,215300000.0,the sorcerers apprentice
Due Date,WB,100500000.0,111200000.0,2010,211700000.0,due date
Eat Pray Love,Sony,80600000.0,124000000.0,2010,204600000.0,eat pray love
Yogi Bear,WB,100200000.0,101300000.0,2010,201500000.0,yogi bear
Red,Sum.,90400000.0,108600000.0,2010,199000000.0,red
Paranormal Activity 2,Par.,84800000.0,92800000.0,2010,177600000.0,paranormal activity 2
The A-Team,Fox,77200000.0,100000000.0,2010,177200000.0,the ateam
Jackass 3-D,Par.,117200000.0,54500000.0,2010,171700000.0,jackass 3d
The Other Guys,Sony,119200000.0,51200000.0,2010,170400000.0,the other guys
Unstoppable,Fox,81600000.0,86200000.0,2010,167800000.0,unstoppable
Step Up 3-D,BV,42400000.0,116900000.0,2010,159300000.0,step up 3d
The Book of Eli,WB,94800000.0,62300000.0,2010,157100000.0,the book of eli
The Town,WB,92200000.0,61800000.0,2010,154000000.0,the town
Date Night,Fox,98700000.0,53600000.0,2010,152300000.0,date night
Legend of the Guardians: The Owls of Ga'Hoole,WB,55700000.0,84400000.0,2010,140100000.0,legend of the guardians the owls of gahoole
The Wolfman,Uni.,62000000.0,77800000.0,2010,139800000.0,the wolfman
The Bounty Hunter,Sony,67099999.0,69300000.0,2010,136399999.0,the bounty hunter
Saw 3D,LGF,45700000.0,90400000.0,2010,136100000.0,saw 3d
Wall Street: Money Never Sleeps,Fox,52500000.0,82300000.0,2010,134800000.0,wall street money never sleeps
The Fighter,Par.,93600000.0,35600000.0,2010,129200000.0,the fighter
Predators,Fox,52000000.0,75200000.0,2010,127200000.0,predators
A Nightmare on Elm Street (2010),WB (NL),63100000.0,52600000.0,2010,115700000.0,a nightmare on elm street
Dear John,SGem,80000000.0,35000000.0,2010,115000000.0,dear john
Cats & Dogs: The Revenge of Kitty Galore,WB,43600000.0,68900000.0,2010,112500000.0,cats dogs the revenge of kitty galore
Tooth Fairy,Fox,60000000.0,52400000.0,2010,112400000.0,tooth fairy
Life as We Know It,WB,53400000.0,52300000.0,2010,105700000.0,life as we know it
Hereafter,WB,32700000.0,72500000.0,2010,105200000.0,hereafter
The Girl with the Dragon Tattoo,MBox,10100000.0,94300000.0,2010,104400000.0,the girl with the dragon tattoo
Love and Other Drugs,Fox,32400000.0,70500000.0,2010,102900000.0,love and other drugs
Aftershock (Tangshan Dadizhen),CL,63000.0,100200000.0,2010,100263000.0,aftershock
Killers,LGF,47100000.0,51100000.0,2010,98200000.0,killers
Kick-Ass,LGF,48100000.0,48100000.0,2010,96200000.0,kickass
Green Zone,Uni.,35100000.0,59800000.0,2010,94900000.0,green zone
Nanny McPhee Returns,Uni.,29000000.0,64200000.0,2010,93200000.0,nanny mcphee returns
Get Him to the Greek,Uni.,61000000.0,30300000.0,2010,91300000.0,get him to the greek
Burlesque,SGem,39400000.0,50100000.0,2010,89500000.0,burlesque
The Last Song,BV,63000000.0,26100000.0,2010,89100000.0,the last song
Dinner for Schmucks,P/DW,73000000.0,13800000.0,2010,86800000.0,dinner for schmucks
Marmaduke,Fox,33600000.0,50100000.0,2010,83700000.0,marmaduke
Piranha 3D,W/Dim.,25000000.0,58200000.0,2010,83200000.0,piranha 3d
Oceans,BV,19400000.0,63200000.0,2010,82600000.0,oceans
Edge of Darkness,WB,43300000.0,37800000.0,2010,81100000.0,edge of darkness
Vampires Suck,Fox,36700000.0,43900000.0,2010,80600000.0,vampires suck
Letters to Juliet,Sum.,53000000.0,26100000.0,2010,79100000.0,letters to juliet
The Back-Up Plan,CBS,37500000.0,40000000.0,2010,77500000.0,the backup plan
If You Are the One 2 (Fei Cheng Wu Rao II),CL,427000.0,75600000.0,2010,76027000.0,if you are the one 2
Diary of a Wimpy Kid,Fox,64000000.0,11700000.0,2010,75700000.0,diary of a wimpy kid
Easy A,SGem,58400000.0,16600000.0,2010,75000000.0,easy a
Hubble 3D,WB,52400000.0,21500000.0,2010,73900000.0,hubble 3d
Takers,SGem,57700000.0,11300000.0,2010,69000000.0,takers
Tales from Earthsea,BV,48500.0,68600000.0,2010,68648500.0,tales from earthsea
Legion (2010),SGem,40200000.0,27800000.0,2010,68000000.0,legion
The American,Focus,35600000.0,32299999.0,2010,67899999.0,the american
The Last Exorcism,LGF,41000000.0,26700000.0,2010,67700000.0,the last exorcism
The Next Three Days,LGF,21100000.0,46300000.0,2010,67400000.0,the next three days
The Girl Who Played with Fire,MBox,7600000.0,59500000.0,2010,67100000.0,the girl who played with fire
Skyline,Uni.,21400000.0,45400000.0,2010,66800000.0,skyline
Hot Tub Time Machine,MGM,50300000.0,14300000.0,2010,64600000.0,hot tub time machine
Devil,Uni.,33600000.0,29100000.0,2010,62700000.0,devil
127 Hours,FoxS,18300000.0,42400000.0,2010,60700000.0,127 hours
Tyler Perry's Why Did I Get Married Too?,LGF,60100000.0,578000.0,2010,60678000.0,tyler perrys why did i get married too
Secretariat,BV,59700000.0,537000.0,2010,60237000.0,secretariat
The Ghost Writer,Sum.,15500000.0,44700000.0,2010,60200000.0,the ghost writer
Morning Glory,Par.,31000000.0,29000000.0,2010,60000000.0,morning glory
Remember Me,Sum.,19100000.0,37000000.0,2010,56100000.0,remember me
Cop Out,WB,44900000.0,10700000.0,2010,55600000.0,cop out
The Crazies,Over.,39100000.0,15700000.0,2010,54800000.0,the crazies
From Paris with Love,LGF,24100000.0,28700000.0,2010,52800000.0,from paris with love
Daybreakers,LGF,30100000.0,21300000.0,2010,51400000.0,daybreakers
Alpha and Omega,LGF,25100000.0,25400000.0,2010,50500000.0,alpha and omega
The Switch,Mira.,27800000.0,22100000.0,2010,49900000.0,the switch
She's Out of My League,Par.,32000000.0,17800000.0,2010,49800000.0,shes out of my league
Death at a Funeral (2010),SGem,42700000.0,6300000.0,2010,49000000.0,death at a funeral
How Do You Know,Sony,30200000.0,18500000.0,2010,48700000.0,how do you know
Charlie St. Cloud,Uni.,31200000.0,17000000.0,2010,48200000.0,charlie st cloud
Scott Pilgrim vs. the World,Uni.,31500000.0,16100000.0,2010,47600000.0,scott pilgrim vs the world
Heartbreaker,IFC,504000.0,46900000.0,2010,47404000.0,heartbreaker
The Spy Next Door,LGF,24300000.0,20900000.0,2010,45200000.0,the spy next door
"The Good, the Bad, the Weird",IFC,128000.0,44100000.0,2010,44228000.0,the good the bad the weird
Machete,Fox,26600000.0,17500000.0,2010,44100000.0,machete
The Girl Who Kicked the Hornet's Nest,MBox,5200000.0,38300000.0,2010,43500000.0,the girl who kicked the hornets nest
The Man From Nowhere,CJ,528000.0,42500000.0,2010,43028000.0,the man from nowhere
When in Rome,BV,32700000.0,10400000.0,2010,43100000.0,when in rome
My Name is Khan,FoxS,4000000.0,38300000.0,2010,42300000.0,my name is khan
Going the Distance,WB (NL),17800000.0,24200000.0,2010,42000000.0,going the distance
The Concert,Wein.,658000.0,40500000.0,2010,41158000.0,the concert
Agora,NM,619000.0,38400000.0,2010,39019000.0,agora
For Colored Girls,LGF,37700000.0,17300.0,2010,37717300.0,for colored girls
Brooklyn's Finest,Over.,27200000.0,9300000.0,2010,36500000.0,brooklyns finest
Furry Vengeance,Sum.,17600000.0,18600000.0,2010,36200000.0,furry vengeance
Faster,CBS,23200000.0,12400000.0,2010,35600000.0,faster
The Kids Are All Right,Focus,20800000.0,13900000.0,2010,34700000.0,the kids are all right
You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000.0,2010,34200000.0,you will meet a tall dark stranger
The Secret in Their Eyes,SPC,6400000.0,27600000.0,2010,34000000.0,the secret in their eyes
Avatar: Special Edition,Fox,10700000.0,22500000.0,2010,33200000.0,avatar special edition
Leap Year,Uni.,25900000.0,6700000.0,2010,32600000.0,leap year
You Again,BV,25700000.0,6300000.0,2010,32000000.0,you again
Mesrine: Killer Instinct,MBox,552000.0,30500000.0,2010,31052000.0,mesrine killer instinct
The Losers,WB,23600000.0,5800000.0,2010,29400000.0,the losers
Case 39,ParV,13300000.0,14900000.0,2010,28200000.0,case 39
Ramona and Beezus,Fox,26200000.0,1100000.0,2010,27300000.0,ramona and beezus
Splice,WB,17000000.0,9800000.0,2010,26800000.0,splice
Fair Game (2010),Sum.,9500000.0,14600000.0,2010,24100000.0,fair game
Let Me In,Over.,12100000.0,12000000.0,2010,24100000.0,let me in
Mao's Last Dancer,Gold.,4800000.0,17500000.0,2010,22300000.0,maos last dancer
Just Wright,FoxS,21500000.0,29900.0,2010,21529900.0,just wright
Our Family Wedding,FoxS,20300000.0,1200000.0,2010,21500000.0,our family wedding
My Soul to Take,Uni.,14700000.0,6200000.0,2010,20900000.0,my soul to take
71 Into the Fire,JS,177000.0,20800000.0,2010,20977000.0,71 into the fire
"I Love You, Phillip Morris",RAtt.,2000000.0,18700000.0,2010,20700000.0,i love you phillip morris
Country Strong,SGem,20200000.0,310000.0,2010,20510000.0,country strong
Another Year,SPC,3200000.0,16500000.0,2010,19700000.0,another year
Youth in Revolt,W/Dim.,15300000.0,4400000.0,2010,19700000.0,youth in revolt
Buried,LGF,1000000.0,18100000.0,2010,19100000.0,buried
[Rec] 2,Magn.,27800.0,18500000.0,2010,18527800.0,rec 2
Repo Men,Uni.,13800000.0,4600000.0,2010,18400000.0,repo men
A Prophet (Un prophète),SPC,2100000.0,15800000.0,2010,17900000.0,a prophet
Soul Kitchen,IFC,277000.0,17600000.0,2010,17877000.0,soul kitchen
Mother (2010),Magn.,552000.0,16600000.0,2010,17152000.0,mother
Micmacs,SPC,1300000.0,15100000.0,2010,16400000.0,micmacs
The Nutcracker in 3D,Free,195000.0,16000000.0,2010,16195000.0,the nutcracker in 3d
Sea Rex 3D: Journey to a Prehistoric World,3D,6100000.0,9900000.0,2010,16000000.0,sea rex 3d journey to a prehistoric world
I Hate Luv Storys,UTV,848000.0,14900000.0,2010,15748000.0,i hate luv storys
Extraordinary Measures,CBS,12100000.0,3100000.0,2010,15200000.0,extraordinary measures
Somewhere,Focus,1800000.0,12200000.0,2010,14000000.0,somewhere
Winter's Bone,RAtt.,6500000.0,7300000.0,2010,13800000.0,winters bone
The Last Station,SPC,6600000.0,6900000.0,2010,13500000.0,the last station
Raajneeti,UTV,1500000.0,11100000.0,2010,12600000.0,raajneeti
Made in Dagenham,SPC,1100000.0,11300000.0,2010,12400000.0,made in dagenham
Blue Valentine,Wein.,9700000.0,2600000.0,2010,12300000.0,blue valentine
Tamara Drewe,SPC,560000.0,11400000.0,2010,11960000.0,tamara drewe
Chloe,SPC,3100000.0,8600000.0,2010,11700000.0,chloe
Looking for Eric,IFC,55800.0,11500000.0,2010,11555800.0,looking for eric
The Warrior's Way,Rela.,5700000.0,5400000.0,2010,11100000.0,the warriors way
I Am Love,Magn.,5000000.0,5900000.0,2010,10900000.0,i am love
Jonah Hex,WB,10500000.0,356000.0,2010,10856000.0,jonah hex
Harry Brown,Gold.,1800000.0,8500000.0,2010,10300000.0,harry brown
Cyrus,FoxS,7500000.0,2500000.0,2010,10000000.0,cyrus
Conviction,FoxS,6800000.0,2900000.0,2010,9700000.0,conviction
Get Low,SPC,9200000.0,518000.0,2010,9718000.0,get low
Babies,Focus,7300000.0,2200000.0,2010,9500000.0,babies
Stone,Over.,1800000.0,7700000.0,2010,9500000.0,stone
Peepli Live,UTV,758000.0,8700000.0,2010,9458000.0,peepli live
Never Let Me Go,FoxS,2400000.0,7000000.0,2010,9400000.0,never let me go
Mid-August Lunch,Zeit.,675000.0,8700000.0,2010,9375000.0,midaugust lunch
MacGruber,Uni.,8500000.0,797000.0,2010,9297000.0,macgruber
City Island,Anch.,6700000.0,1200000.0,2010,7900000.0,city island
Inside Job,SPC,4300000.0,3600000.0,2010,7900000.0,inside job
The Joneses,RAtt.,1500000.0,5500000.0,2010,7000000.0,the joneses
Centurion,Magn.,124000.0,6700000.0,2010,6824000.0,centurion
Animal Kingdom,SPC,1000000.0,5700000.0,2010,6700000.0,animal kingdom
Nowhere Boy,Wein.,1500000.0,5100000.0,2010,6600000.0,nowhere boy
It's Kind of a Funny Story,Focus,6400000.0,128000.0,2010,6528000.0,its kind of a funny story
"Waiting for ""Superman""",ParV,6400000.0,9300.0,2010,6409300.0,waiting for superman
Greenberg,Focus,4200000.0,1900000.0,2010,6100000.0,greenberg
Coco Chanel & Igor Stravinsky,SPC,1600000.0,4099999.0,2010,5699999.0,coco chanel igor stravinsky
Vincere,IFC,619000.0,5100000.0,2010,5719000.0,vincere
The Illusionist (2010),SPC,2200000.0,3400000.0,2010,5600000.0,the illusionist
Exit Through the Gift Shop,PDA,3300000.0,2000000.0,2010,5300000.0,exit through the gift shop
Mademoiselle Chambon,Lorb.,532000.0,4700000.0,2010,5232000.0,mademoiselle chambon
Solitary Man,Anch.,4400000.0,818000.0,2010,5218000.0,solitary man
Rabbit Hole,LGF,2200000.0,2900000.0,2010,5100000.0,rabbit hole
Vision,Zeit.,435000.0,4600000.0,2010,5035000.0,vision
Mother and Child,SPC,1100000.0,3900000.0,2010,5000000.0,mother and child
The Runaways,App.,3600000.0,1100000.0,2010,4700000.0,the runaways
Four Lions,Drft.,305000.0,4400000.0,2010,4705000.0,four lions
Wild Grass,SPC,404000.0,4200000.0,2010,4604000.0,wild grass
Please Give,SPC,4000000.0,280000.0,2010,4280000.0,please give
Monsters,Magn.,237000.0,4000000.0,2010,4237000.0,monsters
Rare Exports: A Christmas Tale,Osci.,236000.0,3800000.0,2010,4036000.0,rare exports a christmas tale
The Killer Inside Me,IFC,217000.0,3800000.0,2010,4017000.0,the killer inside me
The Perfect Game,IW,1000000.0,2800000.0,2010,3800000.0,the perfect game
To Save a Life,Gold.,3800000.0,45800.0,2010,3845800.0,to save a life
Inspector Bellamy,IFC,108000.0,3600000.0,2010,3708000.0,inspector bellamy
Catfish,Rog.,3200000.0,242000.0,2010,3442000.0,catfish
Wild Target,Free,109000.0,3300000.0,2010,3409000.0,wild target
Outside the Law (Hors-la-loi),Unknown,96900.0,3300000.0,2010,3396900.0,outside the law
Frozen (2010),Anch.,246000.0,2900000.0,2010,3146000.0,frozen
Dabangg,Eros,1300000.0,1700000.0,2010,3000000.0,dabangg
Kites,Relbig.,1600000.0,1300000.0,2010,2900000.0,kites
Letters to God,Viv.,2800000.0,60300.0,2010,2860300.0,letters to god
Twelve,Hann.,184000.0,2400000.0,2010,2584000.0,twelve
Tees Maar Khan,UTV,1100000.0,1400000.0,2010,2500000.0,tees maar khan
Fish Tank,IFC,375000.0,2000000.0,2010,2375000.0,fish tank
Housefull,Eros,1200000.0,1200000.0,2010,2400000.0,housefull
Golmaal 3,Eros,1100000.0,935000.0,2010,2035000.0,golmaal 3
After.Life,Anch.,109000.0,1900000.0,2010,2009000.0,afterlife
Cairo Time,IFC,1600000.0,391000.0,2010,1991000.0,cairo time
Flipped,WB,1800000.0,18700000.0,2010,20500000.0,flipped
Guzaarish,UTV,1000000.0,695000.0,2010,1695000.0,guzaarish
Ondine,Magn.,550000.0,1100000.0,2010,1650000.0,ondine
Anjaana Anjaani,Eros,855000.0,761000.0,2010,1616000.0,anjaana anjaani
John Rabe,Strand,67500.0,1400000.0,2010,1467500.0,john rabe
Restrepo,NGE,1300000.0,105000.0,2010,1405000.0,restrepo
Raavan,Relbig.,709000.0,648000.0,2010,1357000.0,raavan
The City of Your Final Destination,Scre.,493000.0,859000.0,2010,1352000.0,the city of your final destination
Ajami,Kino,622000.0,669000.0,2010,1291000.0,ajami
Army of Crime,Lorb.,37000.0,1200000.0,2010,1237000.0,army of crime
Lebanon,SPC,368000.0,830000.0,2010,1198000.0,lebanon
Howl,Osci.,617000.0,566000.0,2010,1183000.0,howl
Videocracy,Kino,23700.0,1200000.0,2010,1223700.0,videocracy
When You're Strange,Abr.,246000.0,901000.0,2010,1147000.0,when youre strange
The Salvation Poem (Poema de Salvacion),CZ,915000.0,183000.0,2010,1098000.0,the salvation poem
Casino Jack,ATO,1000000.0,40700.0,2010,1040700.0,casino jack
Leaving,IFC,176000.0,893000.0,2010,1069000.0,leaving
Khatta Meetha,Eros,542000.0,499000.0,2010,1041000.0,khatta meetha
We Are Family,UTV,638000.0,393000.0,2010,1031000.0,we are family
Leaves of Grass,First,70100.0,949000.0,2010,1019100.0,leaves of grass
North Face,MBox,711000.0,216000.0,2010,927000.0,north face
Creation,NM,341000.0,555000.0,2010,896000.0,creation
No One Knows About Persian Cats,IFC,81800.0,798000.0,2010,879800.0,no one knows about persian cats
Carlos,IFC,146000.0,726000.0,2010,872000.0,carlos
Hideaway (Le Refuge),Strand,34500.0,837000.0,2010,871500.0,hideaway
The Disappearance of Alice Creed,Anch.,167000.0,701000.0,2010,868000.0,the disappearance of alice creed
Break Ke Baad,Relbig.,428000.0,389000.0,2010,817000.0,break ke baad
Veer (2010),Eros,527000.0,277000.0,2010,804000.0,veer
Life During Wartime,IFC,281000.0,487000.0,2010,768000.0,life during wartime
Enter the Void,IFC,336000.0,418000.0,2010,754000.0,enter the void
The Secret of Kells,GK,677000.0,62700.0,2010,739700.0,the secret of kells
The Polar Express (IMAX re-issue 2010),WB,673000.0,18700000.0,2010,19373000.0,the polar express
No Problem,Eros,285000.0,369000.0,2010,654000.0,no problem
All Good Things,Magn.,582000.0,62500.0,2010,644500.0,all good things
Jack Goes Boating,Over.,542000.0,77600.0,2010,619600.0,jack goes boating
Holy Rollers,FInd.,303000.0,305000.0,2010,608000.0,holy rollers
Chain Letter,NFC,139000.0,447000.0,2010,586000.0,chain letter
I Spit on Your Grave,Anch.,93100.0,480000.0,2010,573100.0,i spit on your grave
I'm Still Here,Magn.,409000.0,160000.0,2010,569000.0,im still here
Salt of this Sea,Lorb.,11700.0,545000.0,2010,556700.0,salt of this sea
Undertow (2010),TFC,109000.0,393000.0,2010,502000.0,undertow
Father of My Children,IFC,144000.0,335000.0,2010,479000.0,father of my children
The Greatest (2010),Pala.,115000.0,359000.0,2010,474000.0,the greatest
The Extra Man,Magn.,453000.0,4500.0,2010,457500.0,the extra man
Tiny Furniture,IFC,392000.0,18700000.0,2010,19092000.0,tiny furniture
Dogtooth,Kino,110000.0,274000.0,2010,384000.0,dogtooth
Grease (Sing-a-Long re-issue),Par.,366000.0,18700000.0,2010,19066000.0,grease
The Tempest,Mira.,278000.0,68700.0,2010,346700.0,the tempest
The Good Heart,Magn.,20900.0,323000.0,2010,343900.0,the good heart
Formosa Betrayed,Scre.,225000.0,101000.0,2010,326000.0,formosa betrayed
Red Hill,Strand,21100.0,300000.0,2010,321100.0,red hill
Welcome to the Rileys,Gold.,159000.0,158000.0,2010,317000.0,welcome to the rileys
"A Woman, A Gun and A Noodle Shop",SPC,191000.0,121000.0,2010,312000.0,a woman a gun and a noodle shop
The Girl on the Train,Strand,208000.0,97100.0,2010,305100.0,the girl on the train
Mesrine: Public Enemy No. 1,MBox,275000.0,28100.0,2010,303100.0,mesrine public enemy no 1
44 Inch Chest,Imag.,39000.0,255000.0,2010,294000.0,44 inch chest
Karthik Calling Karthik,Eros,286000.0,7100.0,2010,293100.0,karthik calling karthik
Last Train Home,Zeit.,288000.0,18700000.0,2010,18988000.0,last train home
Eyes Wide Open,NAV,26300.0,250000.0,2010,276300.0,eyes wide open
Waste Land,Arth.,188000.0,88700.0,2010,276700.0,waste land
South of the Border,CLS,199000.0,70800.0,2010,269800.0,south of the border
Human Centipede,IFC,181000.0,70700.0,2010,251700.0,human centipede
"Lovely, Still",Mont.,128000.0,106000.0,2010,234000.0,lovely still
The Girl (Flickan),Olive,2200.0,229000.0,2010,231200.0,the girl
Sweetgrass,CGld,207000.0,18700000.0,2010,18907000.0,sweetgrass
Bitch Slap,Free,17400.0,182000.0,2010,199400.0,bitch slap
Chance Pe Dance,UTV,169000.0,24300.0,2010,193300.0,chance pe dance
Client 9: The Rise and Fall of Eliot Spitzer,Magn.,189000.0,3500.0,2010,192500.0,client 9 the rise and fall of eliot spitzer
Casino Jack and the United States of Money,Magn.,177000.0,18700000.0,2010,18877000.0,casino jack and the united states of money
Perrier's Bounty,IFC,800.0,167000.0,2010,167800.0,perriers bounty
Around a Small Mountain,CGld,33200.0,131000.0,2010,164200.0,around a small mountain
Spring Fever,Strand,10800.0,150000.0,2010,160800.0,spring fever
The Eclipse,Magn.,133000.0,26400.0,2010,159400.0,the eclipse
George A. Romero's Survival of the Dead,Magn.,102000.0,41500.0,2010,143500.0,george a romeros survival of the dead
The Romantics,FOAK,107000.0,17300.0,2010,124300.0,the romantics
Freakonomics,Magn.,101000.0,16400.0,2010,117400.0,freakonomics
Saint John of Las Vegas,IVP,103000.0,9100.0,2010,112100.0,saint john of las vegas
Band Baaja Baaraat,Yash,43800.0,60700.0,2010,104500.0,band baaja baaraat
Kisses,Osci.,81700.0,15300.0,2010,97000.0,kisses
Waking Sleeping Beauty,BV,80700.0,4200.0,2010,84900.0,waking sleeping beauty
Enemies of the People,ICir,73200.0,6400.0,2010,79600.0,enemies of the people
Hadewijch,IFC,5000.0,57500.0,2010,62500.0,hadewijch
Alamar,FM,61600.0,18700000.0,2010,18761600.0,alamar
As Good as Dead,First,2000.0,53600.0,2010,55600.0,as good as dead
Inhale,IFC,4100.0,51000.0,2010,55100.0,inhale
Hatchet 2,Vita.,52600.0,18700000.0,2010,18752600.0,hatchet 2
District B13: Ultimatum,Magn.,36100.0,16200.0,2010,52300.0,district b13 ultimatum
GasLand,WOW,30800.0,18600.0,2010,49400.0,gasland
Boogie Woogie,IFC,2600.0,44900.0,2010,47500.0,boogie woogie
Come Undone (2010),FM,10000.0,31300.0,2010,41300.0,come undone
The Red Baron,Mont.,37200.0,3100.0,2010,40300.0,the red baron
Bluebeard,Strand,33500.0,5200.0,2010,38700.0,bluebeard
Daddy Longlegs,IFC,21800.0,11500.0,2010,33300.0,daddy longlegs
Living in Emergency,Truly,32200.0,18700000.0,2010,18732200.0,living in emergency
Nenette,Kino,18000.0,5400.0,2010,23400.0,nenette
Picture Me,Strand,12000.0,10400.0,2010,22400.0,picture me
The Thorn in the Heart,Osci.,7400.0,10500.0,2010,17900.0,the thorn in the heart
The Taqwacores,Strand,11400.0,18700000.0,2010,18711400.0,the taqwacores
Cherry,Abr.,11400.0,18700000.0,2010,18711400.0,cherry
Terkel in Trouble,Indic.,10800.0,18700000.0,2010,18710800.0,terkel in trouble
Kimjongilia,Lorb.,4400.0,18700000.0,2010,18704400.0,kimjongilia
Harry Potter and the Deathly Hallows Part 2,WB,381000000.0,960500000.0,2011,1341500000.0,harry potter and the deathly hallows part 2
Transformers: Dark of the Moon,P/DW,352400000.0,771400000.0,2011,1123800000.0,transformers dark of the moon
Pirates of the Caribbean: On Stranger Tides,BV,241100000.0,804600000.0,2011,1045700000.0,pirates of the caribbean on stranger tides
The Twilight Saga: Breaking Dawn Part 1,Sum.,281300000.0,430900000.0,2011,712200000.0,the twilight saga breaking dawn part 1
Mission: Impossible - Ghost Protocol,Par.,209400000.0,485300000.0,2011,694700000.0,mission impossible ghost protocol
Kung Fu Panda 2,P/DW,165200000.0,500400000.0,2011,665600000.0,kung fu panda 2
Fast Five,Uni.,209800000.0,416300000.0,2011,626100000.0,fast five
The Hangover Part II,WB,254500000.0,332300000.0,2011,586800000.0,the hangover part ii
The Smurfs,Sony,142600000.0,421100000.0,2011,563700000.0,the smurfs
Cars 2,BV,191500000.0,370700000.0,2011,562200000.0,cars 2
Puss in Boots,P/DW,149300000.0,405700000.0,2011,555000000.0,puss in boots
Sherlock Holmes: A Game of Shadows,WB,186800000.0,358600000.0,2011,545400000.0,sherlock holmes a game of shadows
Rio,Fox,143600000.0,341000000.0,2011,484600000.0,rio
Rise of the Planet of the Apes,Fox,176800000.0,305000000.0,2011,481800000.0,rise of the planet of the apes
Thor,Par.,181000000.0,268300000.0,2011,449300000.0,thor
The Adventures of Tintin,Par.,77600000.0,296400000.0,2011,374000000.0,the adventures of tintin
Captain America: The First Avenger,Par.,176700000.0,193900000.0,2011,370600000.0,captain america the first avenger
X-Men: First Class,Fox,146400000.0,207200000.0,2011,353600000.0,xmen first class
Alvin and the Chipmunks: Chipwrecked,Fox,133100000.0,209600000.0,2011,342700000.0,alvin and the chipmunks chipwrecked
Real Steel,BV,85500000.0,213800000.0,2011,299300000.0,real steel
Bridesmaids,Uni.,169100000.0,119300000.0,2011,288400000.0,bridesmaids
Super 8,Par.,127000000.0,133100000.0,2011,260100000.0,super 8
Rango,Par.,123500000.0,122200000.0,2011,245700000.0,rango
The Girl with the Dragon Tattoo (2011),Sony,102500000.0,130100000.0,2011,232600000.0,the girl with the dragon tattoo
The Green Hornet,Sony,98800000.0,129000000.0,2011,227800000.0,the green hornet
Immortals,Rela.,83500000.0,143400000.0,2011,226900000.0,immortals
Green Lantern,WB,116600000.0,103300000.0,2011,219900000.0,green lantern
The Help,BV,169700000.0,46900000.0,2011,216600000.0,the help
Bad Teacher,Sony,100300000.0,115900000.0,2011,216200000.0,bad teacher
Just Go With It,Sony,103000000.0,111900000.0,2011,214900000.0,just go with it
