id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit_ratio,profit,year,title_norm,month
85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0,4.457793627777778,622402853.0,2016,fantastic beasts and where to find them,11
86,2008-06-27,WALL-E,180000000.0,223808164.0,532508025.0,2.9583779166666666,352508025.0,2008,walle,6
87,2007-08-10,Rush Hour 3,180000000.0,140125968.0,256585882.0,1.4254771222222222,76585882.0,2007,rush hour 3,8
88,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,1.9383445833333333,168902025.0,2016,the legend of tarzan,7
89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,1.0002654666666666,47784.0,2011,hugo,11
90,2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0,1.1949908666666667,35098356.0,2017,valerian and the city of a thousand planets,7
91,2015-02-06,Jupiter Ascending,179000000.0,47482519.0,181982519.0,1.0166621173184358,2982519.0,2015,jupiter ascending,2
92,2018-07-27,Mission: ImpossibleâFallout,178000000.0,220159104.0,787456552.0,4.4239132134831465,609456552.0,2018,mission impossiblefallout,7
93,2016-05-27,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0,3.047963741573034,364537546.0,2016,xmen apocalypse,5
94,2018-08-10,The Meg,178000000.0,145443742.0,529530715.0,2.974891657303371,351530715.0,2018,the meg,8
95,2014-06-06,Edge of Tomorrow,178000000.0,100206256.0,370541256.0,2.081692449438202,192541256.0,2014,edge of tomorrow,6
96,2019-03-08,Captain Marvel,175000000.0,426525952.0,1123061550.0,6.417494571428572,948061550.0,2019,captain marvel,3
97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,5.502025982857143,787854547.0,2016,the jungle book,4
98,2015-06-19,Inside Out,175000000.0,356461711.0,854235992.0,4.8813485257142855,679235992.0,2015,inside out,6
99,2017-07-07,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0,5.029522,705166350.0,2017,spiderman homecoming,7
100,2016-08-05,Suicide Squad,175000000.0,325100054.0,746059887.0,4.263199354285715,571059887.0,2016,suicide squad,8
1,2009-05-29,Up,175000000.0,293004164.0,731463377.0,4.179790725714286,556463377.0,2009,up,5
2,2017-11-22,Coco,175000000.0,209726015.0,798008101.0,4.560046291428572,623008101.0,2017,coco,11
3,2018-11-21,Ralph Breaks The Internet,175000000.0,201091711.0,524283695.0,2.9959068285714285,349283695.0,2018,ralph breaks the internet,11
4,2009-03-27,Monsters vs. Aliens,175000000.0,198351526.0,381687380.0,2.181070742857143,206687380.0,2009,monsters vs aliens,3
5,2017-06-16,Cars 3,175000000.0,152901115.0,383541369.0,2.1916649657142857,208541369.0,2017,cars 3,6
6,2009-08-07,G.I. Joe: The Rise of Cobra,175000000.0,150201498.0,302469017.0,1.7283943828571429,127469017.0,2009,gi joe the rise of cobra,8
7,1999-06-30,Wild Wild West,175000000.0,113805681.0,221229335.0,1.2641676285714285,46229335.0,1999,wild wild west,6
8,2008-08-01,The Mummy: Tomb of the Dragon Emperor,175000000.0,102491776.0,405760225.0,2.318629857142857,230760225.0,2008,the mummy tomb of the dragon emperor,8
9,2007-06-22,Evan Almighty,175000000.0,100289690.0,174131329.0,0.9950361657142858,-868671.0,2007,evan almighty,6
10,1995-07-28,Waterworld,175000000.0,88246220.0,264246220.0,1.5099784,89246220.0,1995,waterworld,7
11,2017-05-12,King Arthur: Legend of the Sword,175000000.0,39175066.0,139630336.0,0.7978876342857143,-35369664.0,2017,king arthur legend of the sword,5
12,2013-12-25,47 Ronin,175000000.0,38362475.0,151716815.0,0.8669532285714285,-23283185.0,2013,47 ronin,12
13,2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0,7.681016464705882,1135772799.0,2018,jurassic world fallen kingdom,6
14,2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0,4.5345148,600867516.0,2014,guardians of the galaxy,8
15,2010-05-07,Iron Man 2,170000000.0,312433331.0,621156389.0,3.653861111764706,451156389.0,2010,iron man 2,5
16,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,4.202364052941176,544401889.0,2014,captain america the winter soldier,4
17,2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,4.180262152941176,540644566.0,2014,dawn of the planet of the apes,7
18,2004-11-10,The Polar Express,170000000.0,187224605.0,311365187.0,1.8315599235294118,141365187.0,2004,the polar express,11
19,2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,2.3589514470588235,231021746.0,2012,snow white and the huntsman,6
20,2003-07-01,Terminator 3: Rise of the Machines,170000000.0,150358296.0,433058296.0,2.5474017411764707,263058296.0,2003,terminator 3 rise of the machines,7
21,2004-05-07,Van Helsing,170000000.0,120150546.0,300150546.0,1.7655914470588234,130150546.0,2004,van helsing,5
22,2019-03-29,Dumbo,170000000.0,113883318.0,345004422.0,2.0294377764705884,175004422.0,2019,dumbo,3
23,2015-05-22,Tomorrowland,170000000.0,93436322.0,206627518.0,1.2154559882352942,36627518.0,2015,tomorrowland,5
24,2019-02-14,Alita: Battle Angel,170000000.0,85710210.0,402976036.0,2.3704472705882353,232976036.0,2019,alita battle angel,2
25,2019-05-31,Godzilla: King of the Monsters,170000000.0,85576941.0,299276941.0,1.760452594117647,129276941.0,2019,godzilla king of the monsters,5
26,2016-05-27,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0,1.6289888941176471,106928112.0,2016,alice through the looking glass,5
27,2010-05-21,Shrek Forever After,165000000.0,238736787.0,756244673.0,4.583301048484849,591244673.0,2010,shrek forever after,5
28,2016-11-04,Doctor Strange,165000000.0,232641920.0,676404566.0,4.099421612121212,511404566.0,2016,doctor strange,11
29,2014-11-07,Big Hero 6,165000000.0,222527828.0,652127828.0,3.952289866666667,487127828.0,2014,big hero 6,11
30,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,2.999218133333333,329870992.0,2010,how to train your dragon,3
31,2012-11-02,Wreck-It Ralph,165000000.0,189412677.0,496511521.0,3.0091607333333332,331511521.0,2012,wreckit ralph,11
32,2014-11-05,Interstellar,165000000.0,188017894.0,666379375.0,4.038662878787878,501379375.0,2014,interstellar,11
33,2016-06-24,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0,2.328299539393939,219169424.0,2016,independence day resurgence,6
34,2011-07-29,Cowboys and Aliens,163000000.0,100368560.0,176038324.0,1.079989717791411,13038324.0,2011,cowboys and aliens,7
35,2017-03-17,Beauty and the Beast,160000000.0,504014165.0,1259199706.0,7.8699981625,1099199706.0,2017,beauty and the beast,3
36,2018-12-21,Aquaman,160000000.0,335061807.0,1146894640.0,7.1680915,986894640.0,2018,aquaman,12
37,2007-05-17,Shrek the Third,160000000.0,322719944.0,807330936.0,5.04581835,647330936.0,2007,shrek the third,5
38,2010-07-16,Inception,160000000.0,292576195.0,835524642.0,5.2220290125,675524642.0,2010,inception,7
39,2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0,4.05616741875,488986787.0,2015,the hunger games mockingjay part 2,11
40,2013-05-24,Fast and Furious 6,160000000.0,238679850.0,789300444.0,4.933127775,629300444.0,2013,fast and furious 6,5
41,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0,3.30672543125,369076069.0,2014,godzilla,5
42,2011-06-03,X-Men: First Class,160000000.0,146408305.0,355408305.0,2.22130190625,195408305.0,2011,xmen first class,6
43,2008-12-25,The Curious Case of Benjamin Button,160000000.0,127509326.0,329631958.0,2.0601997375,169631958.0,2008,the curious case of benjamin button,12
44,2010-07-14,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0,1.3624145,57986320.0,2010,the sorcerers apprentice,7
45,2006-05-12,Poseidon,160000000.0,60674817.0,181674817.0,1.13546760625,21674817.0,2006,poseidon,5
46,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0,2.65951425625,265522281.0,2016,warcraft,6
47,2016-09-30,Deepwater Horizon,156000000.0,61433527.0,122603824.0,0.7859219487179487,-33396176.0,2016,deepwater horizon,9
48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0,2.697980322580645,263186950.0,2010,the chronicles of narnia the voyage of the dawn treader,12
49,2015-07-01,Terminator: Genisys,155000000.0,89760956.0,432150894.0,2.788070283870968,277150894.0,2015,terminator genisys,7
50,2018-03-23,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0,1.8769686967741936,135930148.0,2018,pacific rim uprising,3
51,2004-11-24,Alexander,155000000.0,34297191.0,167297191.0,1.0793367161290321,12297191.0,2004,alexander,11
52,2017-07-14,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,3.2210017565789473,337592267.0,2017,war for the planet of the apes,7
53,2001-05-25,Pearl Harbor,151500000.0,198539855.0,449239855.0,2.9652795709570956,297739855.0,2001,pearl harbor,5
54,2007-07-02,Transformers,151000000.0,319246193.0,708272592.0,4.690546966887418,557272592.0,2007,transformers,7
55,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,5.47422252,671133378.0,2017,wonder woman,6
56,2013-11-22,Frozen,150000000.0,400738009.0,1272469910.0,8.483132733333333,1122469910.0,2013,frozen,11
57,2016-03-04,Zootopia,150000000.0,341268248.0,1019429616.0,6.79619744,869429616.0,2016,zootopia,3
58,2007-07-11,Harry Potter and the Order of the Phoenix,150000000.0,292137260.0,943076457.0,6.28717638,793076457.0,2007,harry potter and the order of the phoenix,7
59,2005-11-18,Harry Potter and the Goblet of Fire,150000000.0,290201752.0,897099794.0,5.980665293333334,747099794.0,2005,harry potter and the goblet of fire,11
60,2003-05-15,The Matrix Reloaded,150000000.0,281553689.0,738576929.0,4.9238461933333335,588576929.0,2003,the matrix reloaded,5
61,2007-12-14,I am Legend,150000000.0,256393010.0,585532684.0,3.9035512266666665,435532684.0,2007,i am legend,12
62,2016-11-23,Moana,150000000.0,248757044.0,637517365.0,4.250115766666666,487517365.0,2016,moana,11
63,2008-07-01,Hancock,150000000.0,227946274.0,624234272.0,4.161561813333333,474234272.0,2008,hancock,7
64,2005-07-15,Charlie and the Chocolate Factory,150000000.0,206459076.0,475825484.0,3.1721698933333333,325825484.0,2005,charlie and the chocolate factory,7
65,2007-06-29,Ratatouille,150000000.0,206445654.0,626549695.0,4.176997966666667,476549695.0,2007,ratatouille,6
66,2013-11-08,Thor: The Dark World,150000000.0,206362140.0,644602516.0,4.297350106666666,494602516.0,2013,thor the dark world,11
67,2005-06-15,Batman Begins,150000000.0,205343774.0,359142722.0,2.3942848133333334,209142722.0,2005,batman begins,6
68,2015-07-31,Mission: ImpossibleâRogue Nation,150000000.0,195042377.0,688858992.0,4.59239328,538858992.0,2015,mission impossiblerogue nation,7
69,2017-07-21,Dunkirk,150000000.0,190068280.0,499837368.0,3.33224912,349837368.0,2017,dunkirk,7
70,2011-05-06,Thor,150000000.0,181030624.0,449326618.0,2.995510786666667,299326618.0,2011,thor,5
71,2008-11-07,Madagascar: Escape 2 Africa,150000000.0,180174880.0,599680774.0,3.9978718266666666,449680774.0,2008,madagascar escape 2 africa,11
72,2009-05-01,X-Men Origins: Wolverine,150000000.0,179883157.0,374825760.0,2.4988384,224825760.0,2009,xmen origins wolverine,5
73,2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000.0,177243721.0,402231063.0,2.68154042,252231063.0,2009,night at the museum battle of the smithsonian,5
74,2011-05-26,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0,4.432250313333333,514837547.0,2011,kung fu panda 2,5
75,2015-05-15,Mad Max: Fury Road,150000000.0,153636354.0,370098020.0,2.467320133333333,220098020.0,2015,mad max fury road,5
76,2019-05-10,PokÃ©mon: Detective Pikachu,150000000.0,139507806.0,411258433.0,2.7417228866666665,261258433.0,2019,pokmon detective pikachu,5
77,2003-11-05,The Matrix Revolutions,150000000.0,139270910.0,427300260.0,2.8486684,277300260.0,2003,the matrix revolutions,11
78,2018-03-29,Ready Player One,150000000.0,137690172.0,579290136.0,3.86193424,429290136.0,2018,ready player one,3
79,2005-11-04,Chicken Little,150000000.0,135386665.0,310043823.0,2.06695882,160043823.0,2005,chicken little,11
80,2006-05-05,Mission: Impossible III,150000000.0,133501348.0,397501348.0,2.6500089866666667,247501348.0,2006,mission impossible iii,5
81,2009-05-15,Angels & Demons,150000000.0,133375846.0,490875846.0,3.27250564,340875846.0,2009,angels demons,5
82,2004-05-14,Troy,150000000.0,133298577.0,484161265.0,3.2277417666666666,334161265.0,2004,troy,5
83,2010-07-01,The Last Airbender,150000000.0,131772187.0,319713881.0,2.1314258733333333,169713881.0,2010,the last airbender,7
84,2007-11-02,Bee Movie,150000000.0,126631277.0,287594577.0,1.91729718,137594577.0,2007,bee movie,11
85,2009-07-24,G-Force,150000000.0,119436770.0,292817841.0,1.95211894,142817841.0,2009,gforce,7
86,2008-11-21,Bolt,150000000.0,114053579.0,328015029.0,2.18676686,178015029.0,2008,bolt,11
87,2012-03-30,Wrath of the Titans,150000000.0,83670083.0,305270083.0,2.035133886666667,155270083.0,2012,wrath of the titans,3
88,2007-11-16,Beowulf,150000000.0,82280579.0,195080579.0,1.3005371933333334,45080579.0,2007,beowulf,11
89,2012-05-11,Dark Shadows,150000000.0,79727149.0,238202668.0,1.5880177866666667,88202668.0,2012,dark shadows,5
90,2013-06-28,White House Down,150000000.0,73103784.0,205440387.0,1.36960258,55440387.0,2013,white house down,6
91,2010-02-12,The Wolfman,150000000.0,62189884.0,142634358.0,0.95089572,-7365642.0,2010,the wolfman,2
92,2017-02-17,The Great Wall,150000000.0,45157105.0,334486852.0,2.2299123466666666,184486852.0,2017,the great wall,2
93,2015-10-09,Pan,150000000.0,35088320.0,151525973.0,1.0101731533333334,1525973.0,2015,pan,10
94,2011-03-11,Mars Needs Moms,150000000.0,21392758.0,39549758.0,0.26366505333333334,-110450242.0,2011,mars needs moms,3
95,2020-12-31,Moonfall,150000000.0,0.0,0.0,0.0,-150000000.0,2020,moonfall,12
96,2006-11-03,Flushed Away,149000000.0,64665672.0,179357126.0,1.2037391006711409,30357126.0,2006,flushed away,11
97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0,5.151181179310345,601921271.0,2012,madagascar 3 europes most wanted,6
98,2011-12-16,Mission: ImpossibleâGhost Protocol,145000000.0,209397903.0,694713230.0,4.791125724137931,549713230.0,2011,mission impossibleghost protocol,12
99,2014-06-13,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0,4.238526,469586270.0,2014,how to train your dragon 2,6
100,1999-06-16,Tarzan,145000000.0,171091819.0,448191819.0,3.0909780620689653,303191819.0,1999,tarzan,6
1,2014-03-07,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,1.860734,124806430.0,2014,mr peabody sherman,3
2,2012-11-21,Rise of the Guardians,145000000.0,103412758.0,306900902.0,2.116557944827586,161900902.0,2012,rise of the guardians,11
3,2005-04-08,Sahara,145000000.0,68671925.0,121671925.0,0.839116724137931,-23328075.0,2005,sahara,4
4,2016-07-15,Ghostbusters,144000000.0,128350574.0,229008658.0,1.5903379027777778,85008658.0,2016,ghostbusters,7
5,2002-11-22,Die Another Day,142000000.0,160942139.0,431942139.0,3.0418460492957746,289942139.0,2002,die another day,11
6,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,305411224.0,634954103.0,4.53538645,494954103.0,2003,pirates of the caribbean the curse of the black pearl,7
7,2009-05-08,Star Trek,140000000.0,257730019.0,386839614.0,2.7631401,246839614.0,2009,star trek,5
8,1998-07-01,Armageddon,140000000.0,201578182.0,554600000.0,3.9614285714285713,414600000.0,1998,armageddon,7
9,2002-07-03,Men in Black 2,140000000.0,190418803.0,441767803.0,3.1554843071428573,301767803.0,2002,men in black 2,7
10,2011-07-22,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0,2.6469269714285715,230569776.0,2011,captain america the first avenger,7
11,2016-01-29,Kung Fu Panda 3,140000000.0,143528619.0,517599142.0,3.6971367285714285,377599142.0,2016,kung fu panda 3,1
12,1998-07-10,Lethal Weapon 4,140000000.0,130444603.0,285400000.0,2.0385714285714287,145400000.0,1998,lethal weapon 4,7
13,2013-03-27,G.I. Joe: Retaliation,140000000.0,122523060.0,375740705.0,2.6838621785714287,235740705.0,2013,gi joe retaliation,3
14,2003-12-05,The Last Samurai,140000000.0,111110575.0,456810575.0,3.2629326785714285,316810575.0,2003,the last samurai,12
15,2005-12-21,Fun With Dick And Jane,140000000.0,110550000.0,203018919.0,1.4501351357142858,63018919.0,2005,fun with dick and jane,12
16,2014-12-12,Exodus: Gods and Kings,140000000.0,65014513.0,268314513.0,1.9165322357142858,128314513.0,2014,exodus gods and kings,12
17,2016-07-01,The BFG,140000000.0,55483770.0,199646680.0,1.4260477142857142,59646680.0,2016,the bfg,7
18,2016-02-26,Gods of Egypt,140000000.0,31153464.0,138836756.0,0.9916911142857143,-1163244.0,2016,gods of egypt,2
19,2002-05-03,Spider-Man,139000000.0,403706375.0,821706375.0,5.911556654676259,682706375.0,2002,spiderman,5
20,2009-03-06,Watchmen,138000000.0,107509799.0,186976250.0,1.3549003623188405,48976250.0,2009,watchmen,3
21,2005-07-29,Stealth,138000000.0,32116746.0,76416746.0,0.553744536231884,-61583254.0,2005,stealth,7
22,2008-06-13,The Incredible Hulk,137500000.0,134806913.0,265573859.0,1.9314462472727272,128073859.0,2008,the incredible hulk,6
23,2003-06-20,Hulk,137000000.0,132177234.0,245075434.0,1.7888717810218977,108075434.0,2003,hulk,6
24,2001-07-11,Final Fantasy: The Spirits Within,137000000.0,32131830.0,85131830.0,0.6214002189781022,-51868170.0,2001,final fantasy the spirits within,7
25,2012-11-16,"The Twilight Saga: Breaking Dawn, Part 2",136200000.0,292324737.0,829724737.0,6.0919584214390605,693524737.0,2012,the twilight saga breaking dawn part 2,11
26,2013-03-22,The Croods,135000000.0,187168425.0,573068425.0,4.244951296296296,438068425.0,2013,the croods,3
27,2015-12-25,The Revenant,135000000.0,183637894.0,532938302.0,3.947691125925926,397938302.0,2015,the revenant,12
28,1999-11-19,The World is Not Enough,135000000.0,126930660.0,361730660.0,2.67948637037037,226730660.0,1999,the world is not enough,11
29,2011-03-04,Rango,135000000.0,123477607.0,245724600.0,1.8201822222222221,110724600.0,2011,rango,3
30,2003-11-14,Master and Commander: The Far Side of the World,135000000.0,93926386.0,212912137.0,1.5771269407407407,77912137.0,2003,master and commander the far side of the world,11
31,2013-07-17,Turbo,135000000.0,83028130.0,286896578.0,2.125159837037037,151896578.0,2013,turbo,7
32,2016-06-03,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,82051601.0,245328374.0,1.8172472148148149,110328374.0,2016,teenage mutant ninja turtles out of the shadows,6
33,2011-11-18,Happy Feet Two,135000000.0,64006466.0,157956466.0,1.1700478962962964,22956466.0,2011,happy feet two,11
34,2006-07-28,Miami Vice,135000000.0,63478838.0,163818556.0,1.2134707851851851,28818556.0,2006,miami vice,7
35,2018-11-02,The Nutcracker and the Four Realms,132900000.0,54858851.0,170293899.0,1.281368690744921,37393899.0,2018,the nutcracker and the four realms,11
36,2005-06-29,War of the Worlds,132000000.0,234280354.0,606836535.0,4.597246477272727,474836535.0,2005,war of the worlds,6
37,2014-11-26,Penguins of Madagascar,132000000.0,83350911.0,366942531.0,2.7798676590909093,234942531.0,2014,penguins of madagascar,11
38,2013-11-22,The Hunger Games: Catching Fire,130000000.0,424668047.0,864868047.0,6.652831130769231,734868047.0,2013,the hunger games catching fire,11
39,2004-06-04,Harry Potter and the Prisoner of Azkaban,130000000.0,249757726.0,796907323.0,6.13005633076923,666907323.0,2004,harry potter and the prisoner of azkaban,6
40,2007-08-03,The Bourne Ultimatum,130000000.0,227471070.0,444043396.0,3.415718430769231,314043396.0,2007,the bourne ultimatum,8
41,2018-07-06,Ant-Man and the Wasp,130000000.0,216648740.0,623144660.0,4.793420461538462,493144660.0,2018,antman and the wasp,7
42,2008-06-06,Kung Fu Panda,130000000.0,215434591.0,631910531.0,4.860850238461539,501910531.0,2008,kung fu panda,6
43,2015-07-17,Ant-Man,130000000.0,180202163.0,518858449.0,3.9912188384615384,388858449.0,2015,antman,7
44,2015-03-27,Home,130000000.0,177397510.0,385997896.0,2.9692145846153846,255997896.0,2015,home,3
45,2018-12-19,Mary Poppins Returns,130000000.0,171958438.0,341528518.0,2.627142446153846,211528518.0,2018,mary poppins returns,12
46,2011-10-28,Puss in Boots,130000000.0,149260504.0,554987477.0,4.269134438461538,424987477.0,2011,puss in boots,10
47,2010-11-05,Megamind,130000000.0,148415853.0,321887208.0,2.476055446153846,191887208.0,2010,megamind,11
48,2003-07-18,Bad Boys II,130000000.0,138540870.0,273271982.0,2.1020921692307692,143271982.0,2003,bad boys ii,7
49,2014-04-11,Rio 2,130000000.0,131538435.0,492846291.0,3.7911253153846154,362846291.0,2014,rio 2,4
50,2010-07-23,Salt,130000000.0,118311368.0,290650494.0,2.2357730307692307,160650494.0,2010,salt,7
51,2014-03-28,Noah,130000000.0,101200044.0,352831065.0,2.7140851153846155,222831065.0,2014,noah,3
52,2011-12-21,The Adventures of Tintin,130000000.0,77591831.0,373993951.0,2.8768765461538464,243993951.0,2011,the adventures of tintin,12
53,2013-05-31,After Earth,130000000.0,60522097.0,251499665.0,1.9346128076923077,121499665.0,2013,after earth,5
54,2008-11-26,Australia,130000000.0,49554002.0,215080810.0,1.6544677692307692,85080810.0,2008,australia,11
55,2013-07-19,R.I.P.D.,130000000.0,33618855.0,79076678.0,0.6082821384615384,-50923322.0,2013,ripd,7
56,2019-02-22,How to Train Your Dragon: The Hidden World,129000000.0,160791800.0,519258283.0,4.025258007751938,390258283.0,2019,how to train your dragon the hidden world,2
57,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1",127500000.0,281287133.0,689420051.0,5.40721608627451,561920051.0,2011,the twilight saga breaking dawn part 1,11
58,2000-05-19,Dinosaur,127500000.0,137748063.0,356148063.0,2.7933181411764707,228648063.0,2000,dinosaur,5
59,2017-03-03,Logan,127000000.0,226277068.0,615461394.0,4.846152708661418,488461394.0,2017,logan,3
60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000.0,113746621.0,353756621.0,2.7854852047244094,226756621.0,2014,night at the museum secret of the tomb,12
61,2011-07-15,Harry Potter and the Deathly Hallows: Part II,125000000.0,381193157.0,1341693157.0,10.733545256,1216693157.0,2011,harry potter and the deathly hallows part ii,7
62,2014-11-21,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131.0,6.132601048,641575131.0,2014,the hunger games mockingjay part 1,11
63,2001-11-16,Harry Potter and the Sorcererâs Stone,125000000.0,317871467.0,975047606.0,7.800380848,850047606.0,2001,harry potter and the sorcerers stone,11
64,2010-11-19,Harry Potter and the Deathly Hallows: Part I,125000000.0,296131568.0,960431568.0,7.683452544,835431568.0,2010,harry potter and the deathly hallows part i,11
65,2006-05-19,The Da Vinci Code,125000000.0,217536138.0,767820459.0,6.142563672,642820459.0,2006,the da vinci code,5
66,2003-05-02,X-Men 2,125000000.0,214949694.0,406875536.0,3.255004288,281875536.0,2003,xmen 2,5
67,2011-04-29,Fast Five,125000000.0,210031325.0,630163454.0,5.041307632,505163454.0,2011,fast five,4
68,2014-08-08,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0,3.880038032,360004754.0,2014,teenage mutant ninja turtles,8
69,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,4.285307544,410663443.0,2011,sherlock holmes a game of shadows,12
70,2004-05-28,The Day After Tomorrow,125000000.0,186740799.0,556319450.0,4.4505556,431319450.0,2004,the day after tomorrow,5
71,2017-03-31,The Boss Baby,125000000.0,175003033.0,510878762.0,4.087030096,385878762.0,2017,the boss baby,3
72,2010-04-01,Clash of the Titans,125000000.0,163214888.0,493214888.0,3.945719104,368214888.0,2010,clash of the titans,4
73,2016-11-04,Trolls,125000000.0,153707064.0,344150134.0,2.753201072,219150134.0,2016,trolls,11
74,1998-05-19,Godzilla,125000000.0,136314294.0,376000000.0,3.008,251000000.0,1998,godzilla,5
75,2012-06-08,Prometheus,125000000.0,126477084.0,402448265.0,3.21958612,277448265.0,2012,prometheus,6
76,2012-08-10,The Bourne Legacy,125000000.0,113203870.0,280355920.0,2.24284736,155355920.0,2012,the bourne legacy,8
77,1997-06-20,Batman & Robin,125000000.0,107325195.0,238317814.0,1.906542512,113317814.0,1997,batman robin,6
78,2018-07-13,Skyscraper,125000000.0,68420120.0,304115534.0,2.432924272,179115534.0,2018,skyscraper,7
79,2012-08-03,Total Recall,125000000.0,58877969.0,211856088.0,1.694848704,86856088.0,2012,total recall,8
80,2016-12-21,Assassinâs Creed,125000000.0,54647948.0,240759682.0,1.926077456,115759682.0,2016,assassins creed,12
81,2017-01-13,Monster Trucks,125000000.0,33370166.0,61642798.0,0.493142384,-63357202.0,2017,monster trucks,1
82,1999-08-27,The 13th Warrior,125000000.0,32698899.0,61698899.0,0.493591192,-63301101.0,1999,the 13th warrior,8
83,2000-11-17,How the Grinch Stole Christmas,123000000.0,260044825.0,345141403.0,2.8060276666666666,222141403.0,2000,how the grinch stole christmas,11
84,2000-05-24,Mission: Impossible 2,120000000.0,215409889.0,549588516.0,4.5799043,429588516.0,2000,mission impossible 2,5
85,2000-06-30,The Perfect Storm,120000000.0,182618434.0,328711434.0,2.73926195,208711434.0,2000,the perfect storm,6
86,2016-07-29,Jason Bourne,120000000.0,162192920.0,416168316.0,3.4680693,296168316.0,2016,jason bourne,7
87,2007-06-15,Fantastic Four: Rise of the Silver Surfer,120000000.0,131921738.0,289480691.0,2.4123390916666665,169480691.0,2007,fantastic four rise of the silver surfer,6
88,2012-11-21,Life of Pi,120000000.0,124987022.0,620912003.0,5.174266691666666,500912003.0,2012,life of pi,11
89,2007-02-16,Ghost Rider,120000000.0,115802596.0,229545589.0,1.9128799083333334,109545589.0,2007,ghost rider,2
90,2018-04-13,Rampage,120000000.0,101028233.0,428056280.0,3.5671356666666667,308056280.0,2018,rampage,4
91,2003-06-27,Charlie's Angels: Full Throttle,120000000.0,100814328.0,227200000.0,1.8933333333333333,107200000.0,2003,charlies angels full throttle,6
92,2013-08-09,Elysium,120000000.0,93050117.0,286192091.0,2.3849340916666666,166192091.0,2013,elysium,8
93,2013-04-19,Oblivion,120000000.0,89107235.0,287916633.0,2.399305275,167916633.0,2013,oblivion,4
94,2017-03-24,Power Rangers,120000000.0,85364450.0,142531552.0,1.1877629333333333,22531552.0,2017,power rangers,3
95,2002-07-19,Stuart Little 2,120000000.0,64956806.0,166000000.0,1.3833333333333333,46000000.0,2002,stuart little 2,7
96,2014-02-12,RoboCop,120000000.0,58607007.0,242981799.0,2.024848325,122981799.0,2014,robocop,2
97,2004-06-11,The Chronicles of Riddick,120000000.0,57712751.0,107212751.0,0.8934395916666666,-12787249.0,2004,the chronicles of riddick,6
98,2015-08-07,Fantastic Four,120000000.0,56117548.0,167849187.0,1.398743225,47849187.0,2015,fantastic four,8
99,2008-05-09,Speed Racer,120000000.0,43945766.0,93394462.0,0.7782871833333334,-26605538.0,2008,speed racer,5
100,2005-07-22,The Island,120000000.0,35818913.0,163018913.0,1.3584909416666666,43018913.0,2005,the island,7
1,2010-12-17,How Do You Know?,120000000.0,30212620.0,49628177.0,0.41356814166666667,-70371823.0,2010,how do you know,12
2,2010-06-23,Knight and Day,117000000.0,76423035.0,258751370.0,2.211550170940171,141751370.0,2010,knight and day,6
3,2018-10-05,Venom,116000000.0,213511408.0,853628605.0,7.358867284482758,737628605.0,2018,venom,10
