movie_id,primary_title,original_title,start_year,genres,averagerating,numvotes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit_ratio,profit,year
tt0464154,Piranha 3D,Piranha 3D,2010,"Comedy,Horror",5.4,81327,52,2010-08-20,Piranha 3D,24000000.0,25003155.0,83660160.0,3.48584,59660160.0,2010
tt0466893,Margaret,Margaret,2011,Drama,6.5,14708,27,2011-09-30,Margaret,14000000.0,47185.0,623292.0,0.04452085714285714,-13376708.0,2011
tt0470752,Ex Machina,Ex Machina,2014,"Drama,Mystery,Sci-Fi",7.7,424542,72,2015-04-10,Ex Machina,13000000.0,25440971.0,38358392.0,2.9506455384615387,25358392.0,2015
tt0471042,Tower Heist,Tower Heist,2011,"Action,Comedy,Crime",6.2,125102,5,2011-11-04,Tower Heist,85000000.0,78046570.0,150422946.0,1.7696817176470587,65422946.0,2011
tt0472181,The Smurfs,The Smurfs,2011,"Adventure,Animation,Comedy",5.5,77577,20,2011-07-29,The Smurfs,110000000.0,142614158.0,563749323.0,5.124993845454545,453749323.0,2011
tt0472399,The Mechanic,The Mechanic,2011,"Action,Crime,Thriller",6.6,141254,42,2011-01-28,The Mechanic,42500000.0,29121498.0,76347393.0,1.7964092470588235,33847393.0,2011
tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,"Comedy,Drama,Music",6.3,111422,22,2016-02-05,"Hail, Caesar!",22000000.0,30080225.0,64160680.0,2.9163945454545455,42160680.0,2016
tt0477080,Unstoppable,Unstoppable,2010,"Action,Thriller",6.8,173019,19,2010-11-12,Unstoppable,95000000.0,81562942.0,165720921.0,1.744430747368421,70720921.0,2010
tt0478304,The Tree of Life,The Tree of Life,2011,"Drama,Fantasy",6.8,156266,24,2011-05-27,The Tree of Life,35000000.0,13305665.0,61721826.0,1.7634807428571428,26721826.0,2011
tt0478970,Ant-Man,Ant-Man,2015,"Action,Adventure,Comedy",7.3,501213,43,2015-07-17,Ant-Man,130000000.0,180202163.0,518858449.0,3.9912188384615384,388858449.0,2015
tt0479997,Season of the Witch,Season of the Witch,2011,"Action,Adventure,Fantasy",5.4,85777,89,2011-01-07,Season of the Witch,40000000.0,24827228.0,91126600.0,2.278165,51126600.0,2011
tt0480255,The Losers,The Losers,2010,"Action,Adventure,Crime",6.4,83876,44,2010-04-23,The Losers,25000000.0,23591432.0,29863840.0,1.1945536,4863840.0,2010
tt0480687,Hall Pass,Hall Pass,2011,"Comedy,Romance",5.9,113775,57,2011-02-25,Hall Pass,68000000.0,45060734.0,87173475.0,1.281962867647059,19173475.0,2011
tt0481499,The Croods,The Croods,2013,"Action,Adventure,Animation",7.2,176699,26,2013-03-22,The Croods,135000000.0,187168425.0,573068425.0,4.244951296296296,438068425.0,2013
tt0482461,Barry Munday,Barry Munday,2010,"Comedy,Drama,Romance",5.9,3846,61,2010-10-01,Barry Munday,3000000.0,0.0,0.0,0.0,-3000000.0,2010
tt0485985,Red Tails,Red Tails,2012,"Action,Adventure,Drama",5.9,31815,61,2012-01-20,Red Tails,58000000.0,49876377.0,50365498.0,0.8683706551724137,-7634502.0,2012
tt0490215,Silence,Silence,2016,"Adventure,Drama,History",7.2,85242,42,2016-12-23,Silence,46500000.0,7100177.0,23726626.0,0.5102500215053763,-22773374.0,2016
tt0491152,Something Borrowed,Something Borrowed,2011,"Comedy,Drama,Romance",5.9,54314,72,2011-05-06,Something Borrowed,35000000.0,39046489.0,65084116.0,1.8595461714285715,30084116.0,2011
tt0491203,Tulip Fever,Tulip Fever,2017,"Drama,History,Romance",6.2,15037,8,2017-09-01,Tulip Fever,25000000.0,2455635.0,6792768.0,0.27171072,-18207232.0,2017
tt0492389,Furry Vengeance,Furry Vengeance,2010,"Comedy,Family",3.8,14700,17,2010-04-30,Furry Vengeance,35000000.0,17630465.0,39340177.0,1.124005057142857,4340177.0,2010
tt0493949,Ramona and Beezus,Ramona and Beezus,2010,"Adventure,Comedy,Family",6.6,16086,60,2010-07-23,Ramona and Beezus,15000000.0,26167002.0,27469621.0,1.8313080666666666,12469621.0,2010
tt0498381,Rings,Rings,2017,"Drama,Horror,Mystery",4.5,34151,38,2017-02-03,Rings,25000000.0,27793018.0,82917283.0,3.31669132,57917283.0,2017
tt0763831,A Thousand Words,A Thousand Words,2012,"Comedy,Drama",5.9,36387,1,2012-03-09,A Thousand Words,40000000.0,18450127.0,20790486.0,0.51976215,-19209514.0,2012
tt0770703,What's Your Number?,What's Your Number?,2011,"Comedy,Romance",6.1,67922,24,2011-09-30,What's Your Number?,20000000.0,14011084.0,30163785.0,1.50818925,10163785.0,2011
tt0770802,Samsara,Samsara,2011,"Documentary,Music",8.5,29725,18,2012-08-24,Samsara,4000000.0,2672413.0,5966671.0,1.49166775,1966671.0,2012
tt0770828,Man of Steel,Man of Steel,2013,"Action,Adventure,Sci-Fi",7.1,647288,29,2013-06-14,Man of Steel,225000000.0,291045518.0,667999518.0,2.9688867466666666,442999518.0,2013
tt0775489,The Illusionist,L'illusionniste,2010,"Animation,Drama",7.5,31734,22,2006-08-18,The Illusionist,16500000.0,39868642.0,83792062.0,5.0783067878787875,67292062.0,2006
tt0780504,Drive,Drive,2011,"Crime,Drama",7.8,521495,36,2011-09-16,Drive,15000000.0,35060689.0,81357930.0,5.423862,66357930.0,2011
tt0780653,The Wolfman,The Wolfman,2010,"Drama,Fantasy,Horror",5.8,97873,91,2010-02-12,The Wolfman,150000000.0,62189884.0,142634358.0,0.95089572,-7365642.0,2010
tt0787474,The Boxtrolls,The Boxtrolls,2014,"Adventure,Animation,Comedy",6.8,50763,94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,1.86577085,51946251.0,2014
tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,"Biography,Drama",7.2,43575,67,2016-04-29,The Man Who Knew Infinity,10000000.0,3877922.0,12382122.0,1.2382122,2382122.0,2016
tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,"Adventure,Comedy,Fantasy",5.9,67549,7,2013-03-15,The Incredible Burt Wonderstone,32000000.0,22537881.0,27392609.0,0.85601903125,-4607391.0,2013
tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,"Biography,Drama",8.0,402462,73,2013-11-01,Dallas Buyers Club,5000000.0,27298285.0,60611845.0,12.122369,55611845.0,2013
tt0790724,Jack Reacher,Jack Reacher,2012,"Action,Crime,Thriller",7.0,284547,68,2012-12-21,Jack Reacher,60000000.0,80070736.0,217370736.0,3.6228456,157370736.0,2012
tt0790736,R.I.P.D.,R.I.P.D.,2013,"Action,Adventure,Comedy",5.6,109078,55,2013-07-19,R.I.P.D.,130000000.0,33618855.0,79076678.0,0.6082821384615384,-50923322.0,2013
tt0800320,Clash of the Titans,Clash of the Titans,2010,"Action,Adventure,Fantasy",5.8,256176,72,2010-04-01,Clash of the Titans,125000000.0,163214888.0,493214888.0,3.945719104,368214888.0,2010
tt0800320,Clash of the Titans,Clash of the Titans,2010,"Action,Adventure,Fantasy",5.8,256176,51,1981-06-12,Clash of the Titans,15000000.0,30000000.0,44400000.0,2.96,29400000.0,1981
tt0800353,Nemesis,Nemesis,2010,Drama,6.6,67,30,1993-01-29,Nemesis,2000000.0,2001124.0,2001124.0,1.000562,1124.0,1993
tt0800369,Thor,Thor,2011,"Action,Adventure,Fantasy",7.0,683264,70,2011-05-06,Thor,150000000.0,181030624.0,449326618.0,2.995510786666667,299326618.0,2011
tt0803061,Red Dog,Red Dog,2011,"Biography,Comedy,Drama",7.4,15357,67,2011-12-31,Red Dog,9100000.0,0.0,20927794.0,2.299757582417582,11827794.0,2011
tt0803096,Warcraft,Warcraft,2016,"Action,Adventure,Fantasy",6.9,225557,46,2016-06-10,Warcraft,160000000.0,47225655.0,425522281.0,2.65951425625,265522281.0,2016
tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,"Comedy,Drama,Romance",7.1,125583,1,2010-10-08,It's Kind of a Funny Story,8000000.0,6363628.0,6632950.0,0.82911875,-1367050.0,2010
tt0804509,The Mule,La mula,2013,"Comedy,Drama",6.2,653,100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,3.41715352,120857676.0,2018
tt0808510,Tooth Fairy,Tooth Fairy,2010,"Comedy,Family,Fantasy",5.0,37939,23,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,2.346049708333333,64610386.0,2010
tt0810913,Jack and Jill,Jack and Jill,2011,Comedy,3.3,71361,11,2011-11-11,Jack and Jill,79000000.0,74158157.0,150519217.0,1.9053065443037975,71519217.0,2011
tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,"Comedy,Drama,Romance",6.3,48393,48,2011-03-04,Take Me Home Tonight,19000000.0,6928068.0,7576604.0,0.3987686315789474,-11423396.0,2011
tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,"Adventure,Family,Fantasy",5.9,165108,17,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000.0,88768303.0,223050874.0,2.3479039368421053,128050874.0,2010
tt0815236,She's Out of My League,She's Out of My League,2010,"Comedy,Romance",6.4,117245,62,2010-03-12,She's Out of My League,20000000.0,32010860.0,48680977.0,2.43404885,28680977.0,2010
tt0816442,The Book Thief,The Book Thief,2013,"Drama,War",7.6,119023,41,2013-11-08,The Book Thief,19000000.0,21488481.0,76086711.0,4.004563736842106,57086711.0,2013
tt0816462,Conan the Barbarian,Conan the Barbarian,2011,"Action,Adventure,Fantasy",5.2,90834,76,2011-08-19,Conan the Barbarian,90000000.0,21295021.0,63356133.0,0.7039570333333334,-26643867.0,2011
tt0816462,Conan the Barbarian,Conan the Barbarian,2011,"Action,Adventure,Fantasy",5.2,90834,44,1982-05-14,Conan the Barbarian,20000000.0,38264085.0,79114085.0,3.95570425,59114085.0,1982
tt0816692,Interstellar,Interstellar,2014,"Adventure,Drama,Sci-Fi",8.6,1299334,32,2014-11-05,Interstellar,165000000.0,188017894.0,666379375.0,4.038662878787878,501379375.0,2014
tt0816711,World War Z,World War Z,2013,"Action,Adventure,Horror",7.0,553751,69,2013-06-21,World War Z,190000000.0,202359711.0,531514650.0,2.7974455263157894,341514650.0,2013
tt0817177,Flipped,Flipped,2010,"Comedy,Drama,Romance",7.7,74937,22,2010-08-06,Flipped,14000000.0,1755212.0,4289993.0,0.3064280714285714,-9710007.0,2010
tt0817230,Valentine's Day,Valentine's Day,2010,"Comedy,Romance",5.7,107171,70,2010-02-12,Valentine's Day,52000000.0,110485654.0,217569328.0,4.184025538461539,165569328.0,2010
tt0822847,Priest,Priest,2011,"Action,Adventure,Fantasy",5.7,108320,29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,1.4025671,24154026.0,2011
tt0829150,Dracula Untold,Dracula Untold,2014,"Action,Drama,Fantasy",6.3,164829,21,2014-10-10,Dracula Untold,70000000.0,55991880.0,220241723.0,3.1463103285714284,150241723.0,2014
tt0831387,Godzilla,Godzilla,2014,"Action,Adventure,Sci-Fi",6.4,350687,41,2014-05-16,Godzilla,160000000.0,200676069.0,529076069.0,3.30672543125,369076069.0,2014
tt0831387,Godzilla,Godzilla,2014,"Action,Adventure,Sci-Fi",6.4,350687,74,1998-05-19,Godzilla,125000000.0,136314294.0,376000000.0,3.008,251000000.0,1998
tt0837562,Hotel Transylvania,Hotel Transylvania,2012,"Animation,Comedy,Family",7.1,204571,96,2012-09-28,Hotel Transylvania,85000000.0,148313048.0,378505812.0,4.453009552941176,293505812.0,2012
tt0837563,Pet Sematary,Pet Sematary,2019,"Horror,Mystery,Thriller",6.0,34472,61,2019-04-05,Pet Sematary,21000000.0,54724696.0,109501146.0,5.214340285714286,88501146.0,2019
tt0837563,Pet Sematary,Pet Sematary,2019,"Horror,Mystery,Thriller",6.0,34472,61,1989-04-21,Pet Sematary,11500000.0,57469179.0,57469179.0,4.997319913043478,45969179.0,1989
tt0840361,The Town,The Town,2010,"Crime,Drama,Thriller",7.6,322524,92,2010-09-17,The Town,37000000.0,92186262.0,152566881.0,4.123429216216216,115566881.0,2010
tt0842926,The Kids Are All Right,The Kids Are All Right,2010,"Comedy,Drama,Romance",7.0,120656,87,2010-07-09,The Kids Are All Right,4000000.0,20811365.0,36275469.0,9.06886725,32275469.0,2010
tt0848228,The Avengers,The Avengers,2012,"Action,Adventure,Sci-Fi",8.1,1183655,27,2012-05-04,The Avengers,225000000.0,623279547.0,1517935897.0,6.746381764444444,1292935897.0,2012
tt0848228,The Avengers,The Avengers,2012,"Action,Adventure,Sci-Fi",8.1,1183655,35,1998-08-14,The Avengers,60000000.0,23385416.0,48585416.0,0.8097569333333333,-11414584.0,1998
tt0848537,Epic,Epic,2013,"Adventure,Animation,Family",6.7,95318,77,2013-05-24,Epic,100000000.0,107518682.0,262794441.0,2.62794441,162794441.0,2013
tt0850709,Risen,Risen,2010,"Biography,Drama",5.3,182,48,2016-02-19,Risen,20000000.0,36880033.0,46255763.0,2.31278815,26255763.0,2016
tt0857190,The Sweeney,The Sweeney,2012,"Action,Crime,Drama",6.1,18095,53,2013-03-01,The Sweeney,4500000.0,26345.0,8000366.0,1.777859111111111,3500366.0,2013
tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,"Adventure,Animation,Comedy",6.8,57277,1,2014-03-07,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,1.860734,124806430.0,2014
tt0872230,My Soul to Take,My Soul to Take,2010,"Horror,Mystery,Thriller",4.8,18381,68,2010-10-08,My Soul to Take,25000000.0,14744435.0,16727470.0,0.6690988,-8272530.0,2010
tt0873886,Red State,Red State,2011,"Action,Crime,Horror",6.2,59266,22,2011-09-23,Red State,4000000.0,1065429.0,1983596.0,0.495899,-2016404.0,2011
tt0878835,Please Give,Please Give,2010,"Comedy,Drama",6.6,10652,15,2010-04-30,Please Give,3000000.0,4033574.0,4570178.0,1.5233926666666666,1570178.0,2010
tt0879870,Eat Pray Love,Eat Pray Love,2010,"Drama,Romance",5.8,77709,67,2010-08-13,Eat Pray Love,60000000.0,80574010.0,206598789.0,3.44331315,146598789.0,2010
tt0881320,Sanctum,Sanctum,2011,"Adventure,Drama,Thriller",5.9,51318,45,2011-02-04,Sanctum,30000000.0,23209310.0,108957098.0,3.631903266666667,78957098.0,2011
tt0882977,Snitch,Snitch,2013,"Action,Drama,Thriller",6.5,78142,26,2013-02-22,Snitch,15000000.0,42930462.0,57907734.0,3.8605156,42907734.0,2013
tt0882977,Snitch,Snitch,2013,"Action,Drama,Thriller",6.5,78142,52,2012-12-31,Snitch,850000.0,0.0,0.0,0.0,-850000.0,2012
tt0884732,The Wedding Ringer,The Wedding Ringer,2015,Comedy,6.7,66893,73,2015-01-16,The Wedding Ringer,23000000.0,64460211.0,80171596.0,3.4857215652173914,57171596.0,2015
tt0889573,The Switch,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,39,2010-08-20,The Switch,19000000.0,27758465.0,49858465.0,2.624129736842105,30858465.0,2010
tt0892318,Letters to Juliet,Letters to Juliet,2010,"Adventure,Comedy,Drama",6.6,86137,89,2010-05-14,Letters to Juliet,30000000.0,53032453.0,82148538.0,2.7382846,52148538.0,2010
tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,"Action,Adventure,Animation",8.1,611299,30,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,2.999218133333333,329870992.0,2010
tt0892791,Shrek Forever After,Shrek Forever After,2010,"Adventure,Animation,Comedy",6.3,167532,27,2010-05-21,Shrek Forever After,165000000.0,238736787.0,756244673.0,4.583301048484849,591244673.0,2010
tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,"Adventure,Family,Fantasy",7.9,719629,19,2012-12-14,The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0,4.068014272,767003568.0,2012
tt0905372,The Thing,The Thing,2011,"Horror,Mystery,Sci-Fi",6.2,111900,77,2011-10-14,The Thing,38000000.0,16999934.0,27573078.0,0.7256073157894737,-10426922.0,2011
tt0918940,The Legend of Tarzan,The Legend of Tarzan,2016,"Action,Adventure,Drama",6.3,150154,88,2016-07-01,The Legend of Tarzan,180000000.0,126643061.0,348902025.0,1.9383445833333333,168902025.0,2016
tt0923653,The Dead Undead,The Dead Undead,2010,"Action,Horror,Sci-Fi",3.0,791,7,2010-12-31,The Dead Undead,1100000.0,0.0,0.0,0.0,-1100000.0,2010
tt0935075,Rabbit Hole,Rabbit Hole,2010,Drama,7.0,45357,52,2010-12-17,Rabbit Hole,5000000.0,2229058.0,6205034.0,1.2410068,1205034.0,2010
tt0938283,The Last Airbender,The Last Airbender,2010,"Action,Adventure,Family",4.1,137734,83,2010-07-01,The Last Airbender,150000000.0,131772187.0,319713881.0,2.1314258733333333,169713881.0,2010
tt0938305,Freaky Deaky,Freaky Deaky,2012,"Comedy,Crime,Thriller",6.1,6088,94,2011-12-31,Freaky Deaky,6000000.0,0.0,0.0,0.0,-6000000.0,2011
tt0944835,Salt,Salt,2010,"Action,Mystery,Thriller",6.4,277204,50,2010-07-23,Salt,130000000.0,118311368.0,290650494.0,2.2357730307692307,160650494.0,2010
tt0945513,Source Code,Source Code,2011,"Action,Drama,Sci-Fi",7.5,452036,96,2011-04-01,Source Code,32000000.0,54712227.0,140428499.0,4.38839059375,108428499.0,2011
tt0947798,Black Swan,Black Swan,2010,"Drama,Thriller",8.0,648854,46,2010-12-03,Black Swan,13000000.0,106954678.0,331266710.0,20.0,318266710.0,2010
tt0947810,Green Zone,Green Zone,2010,"Action,Drama,Thriller",6.8,122132,98,2010-03-12,Green Zone,100000000.0,35497337.0,97523020.0,0.9752302,-2476980.0,2010
tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012,"Action,Adventure,Sci-Fi",7.0,525632,31,2012-07-03,The Amazing Spider-Man,220000000.0,262030663.0,757890267.0,3.444955759090909,537890267.0,2012
tt0954947,The Killer Inside Me,The Killer Inside Me,2010,"Crime,Drama,Horror",6.1,31727,11,2010-06-18,The Killer Inside Me,13000000.0,217277.0,3617277.0,0.2782520769230769,-9382723.0,2010
tt0955308,Robin Hood,Robin Hood,2010,"Action,Adventure,Drama",6.6,239480,39,2010-05-14,Robin Hood,210000000.0,105487148.0,322459006.0,1.5355190761904762,112459006.0,2010
tt0955308,Robin Hood,Robin Hood,2010,"Action,Adventure,Drama",6.6,239480,9,2018-11-21,Robin Hood,99000000.0,30824628.0,84747441.0,0.8560347575757575,-14252559.0,2018
tt0959306,Reach Me,Reach Me,2014,"Comedy,Crime,Drama",4.9,2304,90,2014-11-21,Reach Me,5000000.0,0.0,0.0,0.0,-5000000.0,2014
tt0959329,Nine Dead,Nine Dead,2010,"Crime,Drama,Horror",5.5,11358,82,2009-12-31,Nine Dead,2000000.0,0.0,0.0,0.0,-2000000.0,2009
tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,"Action,Adventure,Family",6.1,143862,44,2010-07-14,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0,1.3624145,57986320.0,2010
tt0964517,The Fighter,The Fighter,2010,"Biography,Drama,Sport",7.8,316539,68,2010-12-10,The Fighter,11000000.0,93617009.0,129262388.0,11.751126181818181,118262388.0,2010
tt0968264,The Conspirator,The Conspirator,2010,"Crime,Drama,History",6.9,26416,80,2011-04-15,The Conspirator,25000000.0,11538204.0,15907411.0,0.63629644,-9092589.0,2011
tt0970179,Hugo,Hugo,2011,"Adventure,Drama,Family",7.5,284869,89,2011-11-23,Hugo,180000000.0,73864507.0,180047784.0,1.0002654666666666,47784.0,2011
tt0970866,Little Fockers,Little Fockers,2010,"Comedy,Romance",5.5,99222,70,2010-12-22,Little Fockers,100000000.0,148438600.0,310650574.0,3.10650574,210650574.0,2010
tt0974015,Justice League,Justice League,2017,"Action,Adventure,Fantasy",6.5,329135,9,2017-11-17,Justice League,300000000.0,229024295.0,655945209.0,2.18648403,355945209.0,2017
tt0977855,Fair Game,Fair Game,2010,"Biography,Drama,Thriller",6.8,43862,90,1995-11-03,Fair Game,50000000.0,11497497.0,26097497.0,0.52194994,-23902503.0,1995
tt0978764,Sucker Punch,Sucker Punch,2011,"Action,Adventure,Fantasy",6.1,218371,62,2011-03-25,Sucker Punch,75000000.0,36392502.0,89758389.0,1.19677852,14758389.0,2011
tt0979434,Lottery Ticket,Lottery Ticket,2010,Comedy,5.0,10042,90,2010-08-20,Lottery Ticket,17000000.0,24719879.0,24719879.0,1.4541105294117647,7719879.0,2010
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure,Family,Fantasy",6.3,129663,48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0,2.697980322580645,263186950.0,2010
tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,"Action,Adventure,Animation",7.3,202430,52,2011-12-21,The Adventures of Tintin,130000000.0,77591831.0,373993951.0,2.8768765461538464,243993951.0,2011
tt0985694,Machete,Machete,2010,"Action,Crime,Thriller",6.6,182320,18,2010-09-03,Machete,12500000.0,26593646.0,46370970.0,3.7096776,33870970.0,2010
tt0989757,Dear John,Dear John,2010,"Drama,Romance,War",6.3,128657,77,2010-02-05,Dear John,25000000.0,80014842.0,142033509.0,5.68134036,117033509.0,2010
tt0990363,Detention,Detention,2010,"Horror,Thriller",3.0,889,45,2012-04-13,Detention,10000000.0,0.0,0.0,0.0,-10000000.0,2012
