id,release_date,movie,production_budget,domestic_gross_x,worldwide_gross,profit_ratio,profit,year_x,title,studio,domestic_gross_y,foreign_gross,year_y,total_gross,budget_category
27,2011-04-01,Hop,63000000.0,108085305.0,188657593.0,2.994564968253968,125657593.0,2011,Hop,Uni.,108100000.0,75900000.0,2011,184000000.0,High
28,2017-09-15,American Assassin,63000000.0,36249674.0,68310140.0,1.0842879365079365,5310140.0,2017,American Assassin,LGF,36200000.0,31000000.0,2017,67200000.0,High
33,2015-12-25,The Hateful Eight,62000000.0,54117416.0,147864886.0,2.384917516129032,85864886.0,2015,The Hateful Eight,Wein.,54100000.0,101600000.0,2015,155700000.0,High
36,2014-10-03,Gone Girl,61000000.0,167767189.0,368567189.0,6.042085065573771,307567189.0,2014,Gone Girl,Fox,167800000.0,201600000.0,2014,369400000.0,High
38,2015-09-18,Maze Runner: The Scorch Trials,61000000.0,81697192.0,310566162.0,5.09124855737705,249566162.0,2015,Maze Runner: The Scorch Trials,Fox,81700000.0,230600000.0,2015,312300000.0,High
39,2013-08-02,2 Guns,61000000.0,75612460.0,132493015.0,2.172016639344262,71493015.0,2013,2 Guns,Uni.,75600000.0,56300000.0,2013,131900000.0,High
40,2018-01-26,Maze Runner: The Death Cure,61000000.0,58032443.0,265878536.0,4.358664524590164,204878536.0,2018,Maze Runner: The Death Cure,Fox,58000000.0,230200000.0,2018,288200000.0,High
50,2016-09-09,Sully,60000000.0,125070033.0,238524556.0,3.9754092666666665,178524556.0,2016,Sully,WB,125100000.0,115700000.0,2016,240800000.0,High
63,2010-10-15,Red,60000000.0,90380162.0,196439693.0,3.273994883333333,136439693.0,2010,Red,Sum.,90400000.0,108600000.0,2010,199000000.0,High
67,2010-08-13,Eat Pray Love,60000000.0,80574010.0,206598789.0,3.44331315,146598789.0,2010,Eat Pray Love,Sony,80600000.0,124000000.0,2010,204600000.0,High
68,2012-12-21,Jack Reacher,60000000.0,80070736.0,217370736.0,3.6228456,157370736.0,2012,Jack Reacher,Par.,80100000.0,138300000.0,2012,218400000.0,High
71,2011-09-09,Contagion,60000000.0,75658097.0,137551594.0,2.2925265666666665,77551594.0,2011,Contagion,WB,75700000.0,59800000.0,2011,135500000.0,High
80,2016-03-04,London Has Fallen,60000000.0,62524260.0,195194085.0,3.25323475,135194085.0,2016,London Has Fallen,Focus,62500000.0,143200000.0,2016,205700000.0,High
85,2016-10-21,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,2.6657748166666666,99946489.0,2016,Jack Reacher: Never Go Back,Par.,58700000.0,103400000.0,2016,162100000.0,High
86,2017-05-25,Baywatch,60000000.0,58060186.0,175863783.0,2.93106305,115863783.0,2017,Baywatch,Par.,58100000.0,119800000.0,2017,177900000.0,High
88,2015-12-25,Joy,60000000.0,56451232.0,101134059.0,1.68556765,41134059.0,2015,Joy,Fox,56500000.0,44700000.0,2015,101200000.0,High
89,2012-08-17,ParaNorman,60000000.0,56003051.0,108119662.0,1.8019943666666667,48119662.0,2012,ParaNorman,Focus,56000000.0,51100000.0,2012,107100000.0,High
94,2014-09-26,The Boxtrolls,60000000.0,50837305.0,111946251.0,1.86577085,51946251.0,2014,The Boxtrolls,Focus,50800000.0,58400000.0,2014,109200000.0,High
95,2017-08-04,The Dark Tower,60000000.0,50701325.0,113461527.0,1.89102545,53461527.0,2017,The Dark Tower,Sony,50700000.0,62500000.0,2017,113200000.0,High
97,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,2.189623533333333,71377412.0,2014,Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000.0,2014,135500000.0,High
100,2018-12-25,Vice,60000000.0,47836282.0,70883171.0,1.1813861833333332,10883171.0,2018,Vice,Annapurna,47800000.0,28200000.0,2018,76000000.0,High
4,2013-01-11,Gangster Squad,60000000.0,46000903.0,104100903.0,1.73501505,44100903.0,2013,Gangster Squad,WB,46000000.0,59200000.0,2013,105200000.0,High
5,2017-04-07,Smurfs: The Lost Village,60000000.0,45020282.0,197578586.0,3.292976433333333,137578586.0,2017,Smurfs: The Lost Village,Sony,45000000.0,152200000.0,2017,197200000.0,High
6,2018-10-12,First Man,60000000.0,44936545.0,105203825.0,1.7533970833333334,45203825.0,2018,First Man,Uni.,44900000.0,60800000.0,2018,105700000.0,High
8,2010-01-29,Edge of Darkness,60000000.0,43313890.0,82812456.0,1.3802076,22812456.0,2010,Edge of Darkness,WB,43300000.0,37800000.0,2010,81100000.0,High
18,2012-09-21,Trouble with the Curve,60000000.0,35763137.0,47818913.0,0.7969818833333333,-12181087.0,2012,Trouble with the Curve,WB,35800000.0,13200000.0,2012,49000000.0,High
26,2013-08-21,The Mortal Instruments: City of Bones,60000000.0,31165421.0,75965567.0,1.2660927833333333,15965567.0,2013,The Mortal Instruments: City of Bones,SGem,31200000.0,64200000.0,2013,95400000.0,High
29,2011-05-13,Priest,60000000.0,29136626.0,84154026.0,1.4025671,24154026.0,2011,Priest,SGem,29100000.0,49200000.0,2011,78300000.0,High
47,2017-02-24,Rock Dog,60000000.0,9420546.0,24148488.0,0.4024748,-35851512.0,2017,Rock Dog,LG/S,9400000.0,18700000.0,2017,28100000.0,High
48,2015-01-23,Mortdecai,60000000.0,7696134.0,30396134.0,0.5066022333333333,-29603866.0,2015,Mortdecai,LGF,7700000.0,39600000.0,2015,47300000.0,High
54,2018-03-23,Sherlock Gnomes,59000000.0,43242871.0,87527651.0,1.4835195084745763,28527651.0,2018,Sherlock Gnomes,Par.,43200000.0,47100000.0,2018,90300000.0,High
56,2016-02-12,Deadpool,58000000.0,363070709.0,801025593.0,13.810786086206896,743025593.0,2016,Deadpool,Fox,363100000.0,420000000.0,2016,783100000.0,High
57,2014-12-25,American Sniper,58000000.0,350126372.0,547326372.0,9.436661586206897,489326372.0,2014,American Sniper,WB,350100000.0,197300000.0,2014,547400000.0,High
58,2015-10-16,Goosebumps,58000000.0,80069458.0,158905324.0,2.7397469655172415,100905324.0,2015,Goosebumps,Sony,80100000.0,70100000.0,2015,150200000.0,High
61,2012-01-20,Red Tails,58000000.0,49876377.0,50365498.0,0.8683706551724137,-7634502.0,2012,Red Tails,Fox,49900000.0,489000.0,2012,50389000.0,High
63,2013-06-07,The Internship,58000000.0,44672764.0,93672764.0,1.6150476551724138,35672764.0,2013,The Internship,Fox,44700000.0,48800000.0,2013,93500000.0,High
70,2010-09-10,Resident Evil: Afterlife,57500000.0,60128566.0,295874190.0,5.145638086956522,238374190.0,2010,Resident Evil: Afterlife,SGem,60100000.0,240100000.0,2010,300200000.0,High
71,2012-06-15,That's My Boy,57500000.0,36931089.0,58085235.0,1.010178,585235.0,2012,That's My Boy,Sony,36900000.0,20800000.0,2012,57700000.0,High
73,2012-02-17,Ghost Rider: Spirit of Vengeance,57000000.0,51774002.0,149217355.0,2.6178483333333333,92217355.0,2012,Ghost Rider: Spirit of Vengeance,Sony,51800000.0,80800000.0,2012,132600000.0,High
77,2014-12-25,Into the Woods,56200000.0,128002372.0,213116401.0,3.7921067793594307,156916401.0,2014,Into the Woods,BV,128000000.0,85100000.0,2014,213100000.0,High
84,2018-11-02,Bohemian Rhapsody,55000000.0,216303339.0,894985342.0,16.272460763636364,839985342.0,2018,Bohemian Rhapsody,Fox,216400000.0,687200000.0,2018,903600000.0,High
91,2017-02-10,Fifty Shades Darker,55000000.0,114434010.0,381398492.0,6.934518036363636,326398492.0,2017,Fifty Shades Darker,Uni.,114600000.0,267000000.0,2017,381600000.0,High
92,2013-10-11,Captain Phillips,55000000.0,107136417.0,220648184.0,4.011785163636364,165648184.0,2013,Captain Phillips,Sony,107100000.0,111700000.0,2013,218800000.0,High
96,2014-09-26,The Equalizer,55000000.0,101530738.0,192903624.0,3.507338618181818,137903624.0,2014,The Equalizer,Sony,101500000.0,90800000.0,2014,192300000.0,High
97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,6.751829436363637,316350619.0,2018,Fifty Shades Freed,Uni.,100400000.0,271500000.0,2018,371900000.0,High
99,2010-04-09,Date Night,55000000.0,98711404.0,152269033.0,2.768527872727273,97269033.0,2010,Date Night,Fox,98700000.0,53600000.0,2010,152300000.0,High
5,2015-01-16,Paddington,55000000.0,76223578.0,258789097.0,4.705256309090909,203789097.0,2015,Paddington,W/Dim.,76300000.0,191800000.0,2015,268100000.0,High
16,2013-11-01,Free Birds,55000000.0,55750480.0,110387072.0,2.0070376727272725,55387072.0,2013,Free Birds,Rela.,55800000.0,54600000.0,2013,110400000.0,High
20,2014-03-21,Muppets Most Wanted,55000000.0,51178893.0,79312301.0,1.4420418363636363,24312301.0,2014,Muppets Most Wanted,BV,51200000.0,29200000.0,2014,80400000.0,High
22,2016-08-19,Kubo and the Two Strings,55000000.0,48023088.0,77548122.0,1.4099658545454545,22548122.0,2016,Kubo and the Two Strings,Focus,48000000.0,21900000.0,2016,69900000.0,High
24,2010-11-24,Burlesque,55000000.0,39440655.0,90552675.0,1.6464122727272728,35552675.0,2010,Burlesque,SGem,39400000.0,50100000.0,2010,89500000.0,High
27,2012-07-27,The Watch,55000000.0,34353000.0,67130045.0,1.2205462727272727,12130045.0,2012,The Watch,Fox,35400000.0,32900000.0,2012,68300000.0,High
33,2015-10-16,Crimson Peak,55000000.0,31090320.0,74966854.0,1.363033709090909,19966854.0,2015,Crimson Peak,Uni.,31100000.0,43600000.0,2015,74700000.0,High
34,2012-04-27,The Pirates! Band of Misfits,55000000.0,31051126.0,136143605.0,2.4753382727272726,81143605.0,2012,The Pirates! Band of Misfits,Sony,31100000.0,92000000.0,2012,123100000.0,High
42,2013-02-01,Bullet to the Head,55000000.0,9489829.0,22597969.0,0.41087216363636364,-32402031.0,2013,Bullet to the Head,WB,9500000.0,18700000.0,2013,28200000.0,High
59,2015-09-18,Black Mass,53000000.0,62575678.0,98837872.0,1.8648655094339623,45837872.0,2015,Black Mass,WB,62600000.0,37200000.0,2015,99800000.0,High
66,2012-12-19,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,2.564046380952381,82112435.0,2012,Zero Dark Thirty,Sony,95700000.0,37100000.0,2012,132800000.0,High
70,2010-02-12,Valentine's Day,52000000.0,110485654.0,217569328.0,4.184025538461539,165569328.0,2010,Valentine's Day,WB (NL),110500000.0,106000000.0,2010,216500000.0,High
72,2011-08-05,The Change-Up,52000000.0,37243418.0,75997067.0,1.4614820576923078,23997067.0,2011,The Change-Up,Uni.,37100000.0,38400000.0,2011,75500000.0,High
79,2018-08-17,Alpha,51000000.0,35851379.0,99624873.0,1.953428882352941,48624873.0,2018,Alpha,Studio 8,35900000.0,62300000.0,2018,98200000.0,High
81,2011-03-04,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,2.5285124501992033,76731325.0,2011,The Adjustment Bureau,Uni.,62500000.0,65400000.0,2011,127900000.0,High
84,2012-06-29,Ted,50000000.0,218665740.0,556016627.0,11.12033254,506016627.0,2012,Ted,Uni.,218800000.0,330600000.0,2012,549400000.0,High
85,2014-06-13,22 Jump Street,50000000.0,191719337.0,331333876.0,6.62667752,281333876.0,2014,22 Jump Street,Sony,191700000.0,139600000.0,2014,331300000.0,High
91,2016-06-17,Central Intelligence,50000000.0,127440871.0,217194805.0,4.3438961,167194805.0,2016,Central Intelligence,WB (NL),127400000.0,89500000.0,2016,216900000.0,High
92,2013-12-18,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,3.44371508,122185754.0,2013,Anchorman 2: The Legend Continues,Par.,125200000.0,46300000.0,2013,171500000.0,High
93,2011-06-10,Super 8,50000000.0,127004179.0,257972745.0,5.1594549,207972745.0,2011,Super 8,Par.,127000000.0,133100000.0,2011,260100000.0,High
96,2018-11-21,Creed II,50000000.0,115715889.0,213591522.0,4.27183044,163591522.0,2018,Creed II,MGM,115700000.0,98300000.0,2018,214000000.0,High
97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,6.94272954,297136477.0,2018,Peter Rabbit,Sony,115300000.0,236000000.0,2018,351300000.0,High
100,2018-12-14,The Mule,50000000.0,103804407.0,170857676.0,3.41715352,120857676.0,2018,The Mule,WB,103800000.0,68700000.0,2018,172500000.0,High
2,2014-02-28,Non-Stop,50000000.0,91742160.0,222383055.0,4.4476611,172383055.0,2014,Non-Stop,Uni.,92200000.0,130600000.0,2014,222800000.0,High
7,2017-07-28,The Emoji Movie,50000000.0,86089513.0,216562312.0,4.33124624,166562312.0,2017,The Emoji Movie,Sony,86100000.0,131699999.0,2017,217799999.0,High
9,2017-12-22,The Post,50000000.0,81903458.0,179748880.0,3.5949776,129748880.0,2017,The Post,Fox,81900000.0,97900000.0,2017,179800000.0,High
14,2011-12-23,We Bought a Zoo,50000000.0,75624550.0,118729073.0,2.37458146,68729073.0,2011,We Bought a Zoo,Fox,75600000.0,44500000.0,2011,120100000.0,High
15,2011-09-23,Moneyball,50000000.0,75605492.0,111300835.0,2.2260167,61300835.0,2011,Moneyball,Sony,75600000.0,34600000.0,2011,110200000.0,High
26,2012-04-06,American Reunion,50000000.0,56758835.0,236799211.0,4.73598422,186799211.0,2012,American Reunion,Uni.,57000000.0,178000000.0,2012,235000000.0,High
30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,50000000.0,52853219.0,69411370.0,1.3882274,19411370.0,2016,13 Hours: The Secret Soldiers of Benghazi,Par.,52900000.0,16600000.0,2016,69500000.0,High
32,2017-09-29,American Made,50000000.0,51342000.0,135569212.0,2.71138424,85569212.0,2017,American Made,Uni.,51300000.0,83500000.0,2017,134800000.0,High
41,2014-10-10,The Judge,50000000.0,47119388.0,76119388.0,1.52238776,26119388.0,2014,The Judge,WB,47100000.0,37300000.0,2014,84400000.0,High
45,2016-08-19,War Dogs,50000000.0,43034523.0,86234503.0,1.72469006,36234503.0,2016,War Dogs,WB,43000000.0,43200000.0,2016,86200000.0,High
56,2016-05-20,The Nice Guys,50000000.0,36261763.0,59596747.0,1.19193494,9596747.0,2016,The Nice Guys,WB,36300000.0,26500000.0,2016,62800000.0,High
59,2010-06-04,Marmaduke,50000000.0,33644788.0,89895930.0,1.7979186,39895930.0,2010,Marmaduke,Fox,33600000.0,50100000.0,2010,83700000.0,High
61,2010-10-15,Hereafter,50000000.0,32746941.0,108660270.0,2.1732054,58660270.0,2010,Hereafter,WB,32700000.0,72500000.0,2010,105200000.0,High
64,2016-02-12,Zoolander 2,50000000.0,28848693.0,55348693.0,1.10697386,5348693.0,2016,Zoolander 2,Par.,28800000.0,27900000.0,2016,56700000.0,High
70,2015-03-13,Run All Night,50000000.0,26461644.0,66961644.0,1.33923288,16961644.0,2015,Run All Night,WB,26500000.0,45200000.0,2015,71700000.0,High
78,2011-04-08,Your Highness,50000000.0,21596445.0,26121638.0,0.52243276,-23878362.0,2011,Your Highness,Uni.,21600000.0,3300000.0,2011,24900000.0,High
79,2016-09-16,Snowden,50000000.0,21587519.0,35380918.0,0.70761836,-14619082.0,2016,Snowden,ORF,21600000.0,15700000.0,2016,37300000.0,High
80,2011-09-30,Dream House,50000000.0,21302340.0,41642166.0,0.83284332,-8357834.0,2011,Dream House,Uni.,21300000.0,17200000.0,2011,38500000.0,High
81,2016-06-24,Free State of Jones,50000000.0,20810036.0,23237252.0,0.46474504,-26762748.0,2016,Free State of Jones,STX,20800000.0,4200000.0,2016,25000000.0,High
91,2011-02-25,Drive Angry,50000000.0,10721033.0,41042583.0,0.82085166,-8957417.0,2011,Drive Angry,Sum.,10700000.0,18200000.0,2011,28900000.0,High
98,2018-02-16,Early Man,50000000.0,8267544.0,45285890.0,0.9057178,-4714110.0,2018,Early Man,LGF,8300000.0,46400000.0,2018,54700000.0,High
2,2015-04-17,Child 44,50000000.0,1224330.0,8004221.0,0.16008442,-41995779.0,2015,Child 44,LG/S,1200000.0,11700000.0,2015,12900000.0,High
4,2013-03-15,Upside Down,50000000.0,102118.0,26387039.0,0.52774078,-23612961.0,2013,Upside Down,MNE,105000.0,8000000.0,2013,8105000.0,High
5,2015-10-02,Shanghai,50000000.0,46425.0,15505922.0,0.31011844,-34494078.0,2015,Shanghai,Wein.,46400.0,9200000.0,2015,9246400.0,High
11,2015-03-06,Chappie,49000000.0,31569268.0,105002056.0,2.142899102040816,56002056.0,2015,Chappie,Sony,31600000.0,70500000.0,2015,102100000.0,High
13,2012-11-16,Anna Karenina,49000000.0,12816367.0,71004627.0,1.4490740204081634,22004627.0,2012,Anna Karenina,Focus,12800000.0,56100000.0,2012,68900000.0,High
18,2015-01-09,Taken 3,48000000.0,89256424.0,327656424.0,6.8261755,279656424.0,2015,Taken 3,Fox,89300000.0,237200000.0,2015,326500000.0,High
20,2018-11-16,Instant Family,48000000.0,67363237.0,119736188.0,2.4945039166666665,71736188.0,2018,Instant Family,Par.,67400000.0,53200000.0,2018,120600000.0,High
23,2010-01-22,Tooth Fairy,48000000.0,60022256.0,112610386.0,2.346049708333333,64610386.0,2010,Tooth Fairy,Fox,60000000.0,52400000.0,2010,112400000.0,High
32,2016-07-13,The Infiltrator,47500000.0,15436808.0,20718104.0,0.4361706105263158,-26781896.0,2016,The Infiltrator,BG,15400000.0,18700000.0,2016,34100000.0,High
34,2016-11-11,Arrival,47000000.0,100546139.0,203127894.0,4.321870085106383,156127894.0,2016,Arrival,Par.,100500000.0,102800000.0,2016,203300000.0,High
40,2010-06-18,Jonah Hex,47000000.0,10547117.0,11022696.0,0.23452544680851065,-35977304.0,2010,Jonah Hex,WB,10500000.0,356000.0,2010,10856000.0,High
43,2013-11-01,Mr. Nobody,46500000.0,3622.0,22254.0,0.0004785806451612903,-46477746.0,2013,Mr. Nobody,Magn.,3600.0,3500000.0,2013,3503600.0,High
48,2013-09-20,Prisoners,46000000.0,61002302.0,113402302.0,2.465267434782609,67402302.0,2013,Prisoners,WB,61000000.0,61100000.0,2013,122100000.0,High
54,2012-10-05,Taken 2,45000000.0,139854287.0,377807404.0,8.395720088888888,332807404.0,2012,Taken 2,Fox,139900000.0,236300000.0,2012,376200000.0,High
58,2017-12-22,Pitch Perfect 3,45000000.0,104897530.0,185736412.0,4.127475822222222,140736412.0,2017,Pitch Perfect 3,Uni.,104900000.0,80500000.0,2017,185400000.0,High
64,2011-11-23,The Muppets,45000000.0,88625922.0,160971922.0,3.5771538222222223,115971922.0,2011,The Muppets,BV,88600000.0,76600000.0,2011,165200000.0,High
68,2016-10-07,The Girl on the Train,45000000.0,75395035.0,174278214.0,3.8728492,129278214.0,2016,The Girl on the Train,Strand,208000.0,97100.0,2010,305100.0,High
73,2010-03-19,The Bounty Hunter,45000000.0,67061228.0,135808837.0,3.0179741555555557,90808837.0,2010,The Bounty Hunter,Sony,67099999.0,69300000.0,2010,136399999.0,High
81,2016-12-09,Office Christmas Party,45000000.0,54767494.0,91323299.0,2.0294066444444443,46323299.0,2016,Office Christmas Party,Par.,54800000.0,59700000.0,2016,114500000.0,High
90,2014-05-23,Blended,45000000.0,46290741.0,127990741.0,2.844238688888889,82990741.0,2014,Blended,WB,46300000.0,81700000.0,2014,128000000.0,High
91,2017-06-16,All Eyez on Me,45000000.0,44922302.0,54876855.0,1.2194856666666667,9876855.0,2017,All Eyez on Me,LG/S,44900000.0,18700000.0,2017,63600000.0,High
11,2010-02-19,The Ghost Writer,45000000.0,15541549.0,65532491.0,1.4562775777777779,20532491.0,2010,The Ghost Writer,Sum.,15500000.0,44700000.0,2010,60200000.0,High
15,2012-09-21,Dredd,45000000.0,13414714.0,41467606.0,0.9215023555555556,-3532394.0,2012,Dredd,LGF,13400000.0,22200000.0,2012,35600000.0,High
16,2011-10-28,The Rum Diary,45000000.0,13109815.0,21544732.0,0.4787718222222222,-23455268.0,2011,The Rum Diary,FD,13100000.0,10800000.0,2011,23900000.0,High
18,2018-12-21,Welcome to Marwen,45000000.0,10763520.0,12874922.0,0.2861093777777778,-32125078.0,2018,Welcome to Marwen,Uni.,10800000.0,2100000.0,2018,12900000.0,High
19,2011-10-21,Johnny English Reborn,45000000.0,8406711.0,164640401.0,3.6586755777777777,119640401.0,2011,Johnny English Reborn,Uni.,8300000.0,151800000.0,2011,160100000.0,High
27,2012-10-12,Argo,44500000.0,136025503.0,227140757.0,5.104286674157303,182640757.0,2012,Argo,WB,136000000.0,96300000.0,2012,232300000.0,High
31,2010-07-30,Charlie St. Cloud,44000000.0,31206263.0,48478084.0,1.1017746363636363,4478084.0,2010,Charlie St. Cloud,Uni.,31200000.0,17000000.0,2010,48200000.0,High
35,2013-06-28,The Heat,43000000.0,159581587.0,229727774.0,5.342506372093023,186727774.0,2013,The Heat,Fox,159600000.0,70300000.0,2013,229900000.0,High
41,2017-01-06,A Monster Calls,43000000.0,3740823.0,46414530.0,1.0794076744186047,3414530.0,2017,A Monster Calls,Focus,3700000.0,43600000.0,2016,47300000.0,High
42,2011-01-28,The Mechanic,42500000.0,29121498.0,76347393.0,1.7964092470588235,33847393.0,2011,The Mechanic,CBS,29100000.0,47000000.0,2011,76100000.0,High
44,2012-03-16,21 Jump Street,42000000.0,138447667.0,202812429.0,4.828867357142857,160812429.0,2012,21 Jump Street,Sony,138400000.0,63100000.0,2012,201500000.0,High
51,2017-05-12,Snatched,42000000.0,45852178.0,57852177.0,1.3774327857142856,15852177.0,2017,Snatched,Fox,45900000.0,15000000.0,2017,60900000.0,High
52,2012-10-12,Here Comes the Boom,42000000.0,45290318.0,73239258.0,1.7437918571428572,31239258.0,2012,Here Comes the Boom,Sony,45300000.0,27800000.0,2012,73100000.0,High
55,2011-03-11,Red Riding Hood,42000000.0,37662162.0,91678442.0,2.182820047619048,49678442.0,2011,Red Riding Hood,WB,37700000.0,51500000.0,2011,89200000.0,High
64,2012-01-27,Man on a Ledge,42000000.0,18620000.0,49621440.0,1.1814628571428571,7621440.0,2012,Man on a Ledge,LG/S,18600000.0,27600000.0,2012,46200000.0,High
65,2010-12-03,The Warrior's Way,42000000.0,5666340.0,8514325.0,0.2027220238095238,-33485675.0,2010,The Warrior's Way,Rela.,5700000.0,5400000.0,2010,11100000.0,High
67,2010-05-28,Micmacs,42000000.0,1259693.0,11756922.0,0.2799267142857143,-30243078.0,2010,Micmacs,SPC,1300000.0,15100000.0,2010,16400000.0,High
74,2011-10-14,The Big Year,41000000.0,7204138.0,7684524.0,0.18742741463414633,-33315476.0,2011,The Big Year,Fox,7200000.0,244000.0,2011,7444000.0,High
77,2010-06-11,The Karate Kid,40000000.0,176591618.0,351774938.0,8.79437345,311774938.0,2010,The Karate Kid,Sony,176600000.0,182500000.0,2010,359100000.0,High
63,1984-06-22,The Karate Kid,8000000.0,90815558.0,90815558.0,11.35194475,82815558.0,1984,The Karate Kid,Sony,176600000.0,182500000.0,2010,359100000.0,Low
78,2015-02-13,Fifty Shades of Grey,40000000.0,166167230.0,570998101.0,14.274952525,530998101.0,2015,Fifty Shades of Grey,Uni.,166200000.0,404800000.0,2015,571000000.0,High
80,2013-12-13,American Hustle,40000000.0,150117807.0,257878294.0,6.44695735,217878294.0,2013,American Hustle,Sony,150100000.0,101100000.0,2013,251200000.0,High
83,2014-07-25,Lucy,40000000.0,126573960.0,457507776.0,11.4376944,417507776.0,2014,Lucy,Uni.,126700000.0,336700000.0,2014,463400000.0,High
84,2013-12-25,Lone Survivor,40000000.0,125095601.0,149804632.0,3.7451158,109804632.0,2013,Lone Survivor,Uni.,125100000.0,29700000.0,2013,154800000.0,High
91,2010-10-01,The Social Network,40000000.0,96962694.0,224922135.0,5.623053375,184922135.0,2010,The Social Network,Sony,97000000.0,128000000.0,2010,225000000.0,High
94,2017-02-10,John Wick: Chapter Two,40000000.0,92029184.0,171350009.0,4.283750225,131350009.0,2017,John Wick: Chapter Two,LG/S,92000000.0,79500000.0,2017,171500000.0,High
95,2016-01-15,Ride Along 2,40000000.0,90862685.0,124827316.0,3.1206829,84827316.0,2016,Ride Along 2,Uni.,91200000.0,33400000.0,2016,124600000.0,High
97,2015-03-27,Get Hard,40000000.0,90411453.0,106511453.0,2.662786325,66511453.0,2015,Get Hard,WB,90400000.0,21400000.0,2015,111800000.0,High
100,2016-10-14,The Accountant,40000000.0,86260045.0,152962083.0,3.824052075,112962083.0,2016,The Accountant,WB,86300000.0,68900000.0,2016,155200000.0,High
1,2014-11-14,Dumb and Dumber To,40000000.0,86208010.0,156553592.0,3.9138398,116553592.0,2014,Dumb and Dumber To,Uni.,86200000.0,83600000.0,2014,169800000.0,High
2,2014-04-25,The Other Woman,40000000.0,83911193.0,195111193.0,4.877779825,155111193.0,2014,The Other Woman,IFC,25400.0,427000.0,2011,452400.0,High
6,2015-09-25,The Intern,40000000.0,75764672.0,197115710.0,4.92789275,157115710.0,2015,The Intern,WB,75800000.0,118800000.0,2015,194600000.0,High
10,2015-10-16,Bridge of Spies,40000000.0,72313754.0,162498338.0,4.06245845,122498338.0,2015,Bridge of Spies,BV,72300000.0,93200000.0,2015,165500000.0,High
17,2016-11-04,Hacksaw Ridge,40000000.0,67209615.0,168904682.0,4.22261705,128904682.0,2016,Hacksaw Ridge,LGF,67200000.0,108100000.0,2016,175300000.0,High
21,2011-02-18,Unknown,40000000.0,63686397.0,136123083.0,3.403077075,96123083.0,2011,Unknown,WB,63700000.0,67099999.0,2011,130799999.0,High
84,2006-11-03,Unknown,3700000.0,26403.0,3355048.0,0.9067697297297297,-344952.0,2006,Unknown,WB,63700000.0,67099999.0,2011,130799999.0,Low
22,2010-06-04,Get Him to the Greek,40000000.0,61153526.0,91455875.0,2.286396875,51455875.0,2010,Get Him to the Greek,Uni.,61000000.0,30300000.0,2010,91300000.0,High
25,2011-03-18,The Lincoln Lawyer,40000000.0,58009200.0,87145086.0,2.17862715,47145086.0,2011,The Lincoln Lawyer,LGF,58000000.0,17000000.0,2011,75000000.0,High
28,2013-02-15,Escape From Planet Earth,40000000.0,57012977.0,74156610.0,1.85391525,34156610.0,2013,Escape From Planet Earth,Wein.,57000000.0,17600000.0,2013,74600000.0,High
31,2014-11-26,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,2.648633925,65945357.0,2014,Horrible Bosses 2,WB,54400000.0,53200000.0,2014,107600000.0,High
35,2010-07-09,Predators,40000000.0,52000688.0,127234389.0,3.180859725,87234389.0,2010,Predators,Fox,52000000.0,75200000.0,2010,127200000.0,High
36,2012-08-15,The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0,1.381228975,15249159.0,2012,The Odd Life of Timothy Green,BV,51900000.0,4200000.0,2012,56100000.0,High
43,2014-06-20,Jersey Boys,40000000.0,47047013.0,65282732.0,1.6320683,25282732.0,2014,Jersey Boys,WB,47000000.0,20600000.0,2014,67600000.0,High
49,2011-08-12,Final Destination 5,40000000.0,42587643.0,155011165.0,3.875279125,115011165.0,2011,Final Destination 5,WB (NL),42600000.0,115300000.0,2011,157900000.0,High
50,2018-11-16,Widows,40000000.0,42402632.0,73866088.0,1.8466522,33866088.0,2018,Widows,Fox,42400000.0,33600000.0,2018,76000000.0,High
54,2014-07-18,Sex Tape,40000000.0,38543473.0,126069509.0,3.151737725,86069509.0,2014,Sex Tape,Sony,38500000.0,87500000.0,2014,126000000.0,High
55,2011-04-15,Scream 4,40000000.0,38180928.0,95989590.0,2.39973975,55989590.0,2011,Scream 4,W/Dim.,38200000.0,59000000.0,2011,97200000.0,High
58,2011-03-18,Paul,40000000.0,37412945.0,101162106.0,2.52905265,61162106.0,2011,Paul,Uni.,37400000.0,60600000.0,2011,98000000.0,High
59,2012-12-19,The Guilt Trip,40000000.0,37134215.0,41294674.0,1.03236685,1294674.0,2012,The Guilt Trip,Par.,37100000.0,4700000.0,2012,41800000.0,High
60,2011-08-26,Colombiana,40000000.0,36665854.0,72295262.0,1.80738155,32295262.0,2011,Colombiana,TriS,36700000.0,24300000.0,2011,61000000.0,High
